"","Provider.ID","HAI_1_SIR","HAI_1a_SIR","HAI_2_SIR","HAI_2a_SIR","HAI_3_SIR","HAI_4_SIR","HAI_5_SIR","HAI_6_SIR","COMP_HIP_KNEE","PSI_90_SAFETY"
"1",10001,1741,8244,1428,8118,1871,1,423,788,2388,66
"2",10005,1063,649,457,699,387,NA,1389,406,2300,83
"3",10006,342,444,642,802,311,NA,1262,514,2388,89
"4",10007,NA,NA,1,NA,NA,NA,NA,1,NA,77
"5",10008,NA,NA,NA,NA,NA,NA,NA,586,NA,88
"6",10011,558,336,396,253,1429,1,886,701,2377,97
"7",10012,NA,NA,1,1,NA,NA,NA,226,2270,88
"8",10016,365,237,352,161,724,NA,1581,759,2270,78
"9",10018,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"10",10019,698,902,90,1,424,NA,1789,372,181,96
"11",10021,NA,NA,1,NA,NA,NA,NA,243,2399,99
"12",10022,NA,NA,NA,NA,NA,NA,NA,1,NA,83
"13",10023,1127,808,812,903,1244,927,8154,913,2193,57
"14",10024,1750,1457,706,832,613,8145,12160,950,2193,75
"15",10029,765,1035,334,344,371,1768,994,634,2344,60
"16",10032,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"17",10033,858,742,309,328,998,769,1263,818,2344,79
"18",10034,NA,NA,660,NA,NA,NA,NA,870,NA,99
"19",10035,176,1,491,255,614,NA,1934,204,2237,62
"20",10036,NA,NA,1,1,NA,NA,NA,280,2248,100
"21",10038,NA,NA,869,NA,NA,NA,NA,617,2300,85
"22",10039,1109,1239,572,558,1465,564,579,590,2193,72
"23",10040,291,232,149,183,1,1,551,439,2410,96
"24",10044,NA,NA,NA,NA,NA,NA,NA,1,NA,87
"25",10045,NA,NA,1147,NA,NA,NA,NA,1678,NA,87
"26",10046,1,1,1232,1747,542,NA,574,646,2366,70
"27",10047,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"28",10049,NA,NA,1,NA,NA,937,NA,491,2226,75
"29",10051,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"30",10052,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"31",10055,441,462,707,855,1460,832,429,808,2344,78
"32",10056,374,442,241,214,447,868,1501,886,2270,103
"33",10058,NA,NA,NA,NA,NA,NA,NA,1,NA,88
"34",10059,NA,NA,1,NA,NA,NA,NA,1382,NA,88
"35",10061,696,NA,911,1,NA,NA,NA,286,2300,82
"36",10062,NA,NA,NA,NA,NA,NA,NA,1,NA,87
"37",10065,1,NA,1,1,NA,NA,NA,417,2333,112
"38",10069,NA,NA,569,NA,NA,NA,NA,1,NA,79
"39",10073,NA,NA,900,NA,NA,NA,NA,1,NA,80
"40",10078,325,1,661,1008,1,NA,788,636,2476,112
"41",10079,1405,NA,698,1,1,NA,NA,867,2281,85
"42",10083,1,1,183,368,1186,NA,717,412,2237,98
"43",10085,373,1,391,582,1547,1,374,297,2311,113
"44",10086,NA,NA,1258,NA,NA,NA,NA,250,NA,76
"45",10087,1293,915,635,498,8190,NA,11874,562,NA,85
"46",10089,604,879,235,773,1,NA,911,939,2226,73
"47",10090,535,513,251,270,863,1,1049,857,2333,109
"48",10091,NA,NA,NA,NA,NA,NA,NA,636,NA,86
"49",10092,856,505,424,361,837,526,466,667,2344,88
"50",10095,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"51",10097,NA,NA,NA,NA,NA,NA,NA,1,NA,83
"52",10099,NA,NA,1111,NA,NA,NA,NA,800,NA,98
"53",10100,445,402,622,442,1267,NA,1328,273,2344,81
"54",10101,NA,NA,1,NA,NA,NA,NA,1,NA,88
"55",10102,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"56",10103,1298,1598,684,593,174,NA,14998,918,2248,79
"57",10104,467,164,535,467,1,NA,1701,192,2443,114
"58",10108,1,NA,1,1,1,NA,NA,978,NA,85
"59",10109,NA,NA,NA,NA,NA,NA,NA,NA,NA,85
"60",10110,NA,NA,NA,NA,NA,NA,NA,1,NA,84
"61",10112,NA,NA,1,NA,NA,NA,NA,755,NA,75
"62",10113,708,697,434,272,690,1351,1372,445,2410,124
"63",10114,1367,1662,920,932,1978,NA,1,508,2344,95
"64",10118,356,679,322,798,1,NA,NA,1228,NA,57
"65",10120,NA,NA,1,NA,NA,NA,NA,1,NA,85
"66",10125,NA,NA,NA,NA,NA,NA,NA,283,NA,87
"67",10126,NA,NA,1,1,NA,NA,NA,441,2344,79
"68",10128,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"69",10129,NA,NA,621,NA,NA,NA,NA,941,NA,82
"70",10130,1,NA,1,NA,NA,NA,NA,798,NA,87
"71",10131,1128,813,1040,1582,854,1394,1,324,2322,73
"72",10138,NA,NA,NA,NA,NA,NA,NA,1,NA,88
"73",10139,721,846,205,89,1195,457,1060,401,2366,92
"74",10144,754,423,1132,1047,1343,NA,1343,424,2300,122
"75",10146,NA,NA,NA,NA,NA,NA,NA,1,NA,82
"76",10148,NA,NA,NA,NA,NA,NA,NA,1,NA,94
"77",10149,866,907,93,1,1,488,488,868,NA,60
"78",10150,NA,NA,NA,NA,NA,NA,NA,1,2270,101
"79",10157,1,NA,340,1,995,NA,NA,1020,2311,76
"80",10158,NA,NA,1,NA,NA,NA,NA,1,2388,89
"81",10164,1,NA,1,1,1,NA,NA,516,2421,106
"82",10168,NA,NA,NA,NA,NA,NA,NA,1,2300,69
"83",10169,NA,NA,1,NA,NA,NA,NA,1,NA,80
"84",11300,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"85",11302,NA,NA,NA,NA,NA,NA,NA,609,NA,NA
"86",11304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",11305,NA,NA,NA,NA,NA,NA,NA,526,NA,NA
"88",13300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",13301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",20001,530,752,762,1152,1356,1,1606,734,2388,104
"91",20006,247,1,171,532,8167,NA,NA,398,2421,82
"92",20008,NA,NA,NA,NA,NA,NA,NA,1,2322,84
"93",20012,542,NA,262,NA,8321,NA,NA,198,2355,101
"94",20017,610,520,535,809,1,NA,NA,1670,2333,99
"95",20018,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"96",20024,577,NA,1895,NA,NA,NA,NA,440,2355,86
"97",20026,688,NA,949,NA,1099,NA,7837,735,2344,112
"98",21301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",21302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",21303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",21304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",21305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",21306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",21307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",21308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",21309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",21310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",21311,NA,NA,NA,NA,NA,NA,NA,1,2281,NA
"109",21312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",21313,NA,NA,NA,NA,NA,NA,NA,523,NA,NA
"111",30001,401,628,354,509,NA,NA,NA,1014,NA,100
"112",30002,575,537,331,273,1034,1320,791,751,2355,90
"113",30006,655,524,745,840,1977,677,718,1197,2333,71
"114",30007,602,397,402,353,8100,NA,NA,1010,2237,84
"115",30010,703,796,1270,1230,1549,NA,8090,1435,2344,75
"116",30011,88,133,512,533,946,431,778,1127,2237,80
"117",30012,1,1,156,365,874,NA,8300,1541,2248,109
"118",30013,293,155,434,978,466,NA,1612,816,2311,70
"119",30014,1821,1812,1315,1693,1682,NA,1401,1475,2355,80
"120",30016,1,1,321,298,991,NA,784,483,2322,99
"121",30022,742,741,883,840,706,1,1633,684,NA,135
"122",30023,407,428,1131,1150,1657,NA,728,1115,2226,100
"123",30024,606,499,755,763,1759,1089,802,953,NA,109
"124",30030,503,600,658,769,1039,NA,1392,933,2259,74
"125",30033,NA,NA,1,NA,NA,NA,NA,1260,2300,78
"126",30036,375,392,441,554,1061,952,1621,1405,2226,93
"127",30037,635,441,154,236,1,NA,1153,816,2311,70
"128",30038,270,163,790,606,290,NA,908,1058,2259,104
"129",30043,1,1,449,1,689,NA,1,1256,2388,126
"130",30055,1316,1193,1196,1375,554,NA,11781,961,2270,93
"131",30061,229,113,209,1,279,NA,720,592,2248,75
"132",30062,1,NA,412,1,1,NA,NA,279,2311,103
"133",30064,929,964,825,982,8611,1497,997,1601,2215,145
"134",30065,683,263,443,455,1358,1180,207,625,2259,68
"135",30068,NA,NA,NA,NA,NA,NA,NA,551,2237,91
"136",30069,1,1,349,520,1,NA,670,1320,2281,89
"137",30071,NA,NA,NA,NA,NA,NA,NA,633,NA,84
"138",30073,1,NA,1,NA,NA,NA,NA,508,2377,81
"139",30074,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"140",30077,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"141",30078,NA,NA,NA,NA,NA,NA,NA,1508,NA,109
"142",30083,241,1,525,1,1,NA,NA,1474,2270,81
"143",30084,NA,NA,688,NA,NA,NA,NA,869,NA,80
"144",30085,522,322,629,781,1089,1144,1165,1065,2204,72
"145",30087,863,906,518,1043,741,626,859,1248,2226,94
"146",30088,426,168,163,365,894,511,821,773,2322,67
"147",30089,668,535,347,340,1744,1112,689,672,2311,113
"148",30092,1323,1154,1120,1102,8371,851,1786,1491,2259,72
"149",30093,408,1,187,232,497,1,1545,652,2259,74
"150",30094,636,896,160,188,1253,1043,1473,966,2248,81
"151",30101,1,1,240,455,7900,NA,NA,590,2300,70
"152",30103,537,434,548,532,1269,779,1433,803,2259,69
"153",30105,213,213,530,530,NA,NA,NA,519,NA,74
"154",30107,NA,NA,NA,NA,NA,NA,NA,NA,2333,80
"155",30108,NA,NA,NA,NA,NA,NA,NA,NA,2322,78
"156",30110,200,1,78,232,1,1,525,1291,NA,112
"157",30111,144,1,282,276,12396,NA,1009,652,NA,105
"158",30112,NA,NA,NA,NA,NA,NA,NA,NA,2366,95
"159",30113,NA,NA,NA,NA,NA,NA,NA,1,NA,86
"160",30114,1,1,230,571,557,NA,NA,1125,2259,116
"161",30115,676,792,1,1,1035,1,329,371,2248,88
"162",30117,1,NA,1,NA,NA,NA,NA,1,2344,83
"163",30118,NA,NA,NA,NA,NA,NA,NA,802,2259,85
"164",30119,88,1,181,1,1958,703,1417,877,2281,76
"165",30120,NA,NA,NA,NA,NA,NA,NA,1,NA,92
"166",30121,1,1,183,102,1912,NA,1,1007,2281,141
"167",30122,212,1,844,624,1194,275,8248,1298,2410,89
"168",30123,346,839,468,840,7985,1,NA,876,2215,87
"169",30130,NA,NA,NA,NA,1933,NA,NA,534,2366,101
"170",30131,NA,NA,1,NA,NA,NA,NA,516,2300,69
"171",30132,NA,NA,NA,NA,NA,NA,NA,NA,NA,95
"172",30134,NA,NA,NA,NA,NA,NA,NA,440,NA,100
"173",30136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",30137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",31300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",31301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",31302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",31304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",31305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",31307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",31308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",31309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",31311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",31312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",31313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",31314,NA,NA,NA,NA,NA,NA,NA,NA,2300,NA
"187",31315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",31317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",33301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",33302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",33303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",40001,NA,NA,NA,NA,NA,NA,NA,1,NA,88
"193",40002,NA,NA,1,NA,NA,NA,NA,695,2377,76
"194",40004,1180,1201,780,1328,453,1,1557,512,192,73
"195",40007,1360,1213,811,759,959,NA,1292,420,2259,92
"196",40010,513,538,534,546,744,1,1,792,2344,73
"197",40011,NA,NA,1,NA,NA,NA,NA,1,NA,85
"198",40014,482,567,1,1,1,1,866,554,2226,75
"199",40015,NA,NA,1,NA,NA,NA,NA,1,NA,80
"200",40016,315,321,682,708,578,241,615,1058,NA,113
"201",40017,NA,NA,NA,NA,NA,NA,NA,359,2204,72
"202",40018,NA,NA,NA,NA,NA,NA,NA,1574,NA,92
"203",40019,NA,NA,1,NA,NA,1,NA,1,NA,103
"204",40020,1081,1231,1140,1381,871,NA,8409,454,2281,101
"205",40022,655,519,437,370,1152,210,1,437,2333,63
"206",40026,572,272,948,1302,727,NA,1717,1022,2204,84
"207",40027,1242,669,602,1164,407,NA,1181,981,2248,73
"208",40029,723,938,93,1,1,1,7840,1315,2300,69
"209",40036,539,635,459,773,909,NA,552,794,2355,59
"210",40039,NA,NA,316,603,NA,NA,849,290,2333,79
"211",40041,762,1,168,1,7890,NA,1904,342,2344,76
"212",40047,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"213",40050,NA,NA,1,NA,NA,NA,NA,839,2333,70
"214",40051,NA,NA,1,NA,NA,NA,NA,664,NA,82
"215",40055,999,1203,281,153,679,NA,8393,483,2377,96
"216",40062,78,1,322,1,899,NA,315,777,2237,65
"217",40067,NA,NA,1,NA,NA,NA,NA,357,NA,94
"218",40069,NA,NA,724,NA,NA,NA,NA,1577,NA,88
"219",40071,405,320,332,325,1,1,1,756,2333,63
"220",40072,NA,NA,NA,NA,NA,NA,NA,1,NA,83
"221",40074,NA,NA,384,1,NA,NA,NA,956,NA,93
"222",40076,NA,NA,8314,NA,NA,NA,NA,1,NA,87
"223",40078,813,1402,626,808,8369,NA,1448,964,2399,90
"224",40080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",40084,1,1,161,1,NA,NA,929,476,2193,52
"226",40085,NA,NA,1,NA,NA,NA,NA,1,NA,84
"227",40088,1,NA,713,614,1,NA,1,1017,2421,81
"228",40114,838,665,1069,1241,1177,923,1326,702,2355,67
"229",40118,141,1,87,1,344,NA,1981,779,2333,64
"230",40119,417,1,106,1,12606,NA,7993,361,2322,89
"231",40132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",40134,588,440,1630,8422,NA,NA,NA,593,NA,74
"233",40137,NA,NA,570,NA,NA,NA,NA,1,NA,94
"234",40147,NA,NA,1,NA,NA,NA,NA,1,192,63
"235",40152,NA,NA,NA,NA,NA,NA,NA,1,2322,94
"236",40153,NA,NA,1,NA,NA,NA,NA,506,NA,87
"237",41300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",41302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",41303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",41304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",41305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",41306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",41307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",41308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",41309,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"246",41310,NA,NA,NA,NA,NA,NA,NA,NA,2281,NA
"247",41311,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"248",41312,NA,NA,NA,NA,NA,NA,NA,1,2300,NA
"249",41313,NA,NA,NA,NA,NA,NA,NA,NA,2281,NA
"250",41314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",41316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",41317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",41318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",41319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",41320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",41321,NA,NA,1,NA,NA,NA,NA,258,NA,NA
"257",41322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",41323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",41324,NA,NA,1,NA,NA,NA,NA,1,NA,NA
"260",41326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",41327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",41328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",41329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",41330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",41331,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"266",43300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",50002,740,951,1041,726,856,NA,729,1565,2388,88
"268",50006,424,1,1466,8599,8528,NA,11947,1435,2311,73
"269",50007,120,261,526,1223,1,NA,8255,1207,2366,83
"270",50008,479,1,1341,1068,NA,NA,NA,1281,NA,98
"271",50009,482,1,726,708,518,NA,1,1771,2281,99
"272",50013,775,1018,742,1119,NA,NA,NA,1383,2226,117
"273",50014,1094,753,442,1,1,NA,NA,639,2300,130
"274",50017,1,1,264,237,1064,1,758,1144,2432,116
"275",50018,1637,985,283,1,NA,941,8216,772,NA,78
"276",50022,343,286,680,704,8696,8360,1708,1587,2300,66
"277",50024,1,1,1,1,NA,NA,1448,391,NA,66
"278",50025,904,872,498,612,1954,1595,1178,1388,2270,102
"279",50026,583,395,794,968,630,1,1145,1480,2204,71
"280",50028,1,NA,1,NA,NA,NA,NA,1,NA,97
"281",50030,1,1,376,1,NA,NA,1230,369,2465,58
"282",50036,371,568,430,803,1,1,549,1130,2366,102
"283",50038,751,613,1135,916,8227,1303,620,977,NA,83
"284",50039,371,1,650,619,1,NA,822,785,2410,76
"285",50040,269,326,1442,178,653,1354,8352,655,NA,84
"286",50042,NA,NA,1,NA,1,NA,NA,412,2333,72
"287",50043,513,353,671,198,1223,NA,558,956,2399,110
"288",50045,1612,8012,755,541,1520,NA,979,984,2259,80
"289",50047,565,601,1375,1207,444,812,999,1341,2281,87
"290",50054,265,1,534,1217,NA,NA,NA,8194,2270,87
"291",50055,598,1,1050,1173,NA,NA,NA,655,2322,109
"292",50056,1234,7830,627,978,134,432,668,1017,2344,151
"293",50057,295,351,368,747,8050,8609,579,722,2215,55
"294",50058,111,190,331,461,394,NA,215,1510,2333,70
"295",50060,1022,1045,1606,1875,1135,1138,1146,989,2300,94
"296",50063,932,804,589,437,911,NA,491,585,2270,80
"297",50067,NA,NA,1,NA,NA,NA,NA,NA,2270,97
"298",50069,1083,1454,700,463,996,1,385,835,2204,105
"299",50070,1581,NA,1357,1391,1324,NA,NA,1979,NA,85
"300",50071,838,691,1043,707,1457,1460,1530,1073,NA,80
"301",50072,940,431,1418,1154,1585,8756,428,1744,NA,102
"302",50073,609,1,522,1132,729,NA,1,948,NA,84
"303",50075,655,739,897,535,1210,901,490,1013,NA,82
"304",50076,392,112,951,800,1445,14693,295,724,NA,84
"305",50077,399,368,907,1215,1443,586,644,1200,2443,72
"306",50078,381,437,111,1,1,NA,NA,795,2333,80
"307",50082,1,1,572,472,1923,NA,1275,1061,2270,122
"308",50084,84,79,73,123,266,NA,1545,1138,2270,86
"309",50089,446,1,144,209,NA,NA,858,1116,NA,82
"310",50090,1,NA,1268,NA,NA,NA,NA,1694,2311,88
"311",50091,932,NA,566,827,NA,NA,NA,165,NA,78
"312",50093,644,330,615,572,1190,708,1652,544,2237,87
"313",50096,NA,NA,NA,NA,NA,NA,NA,NA,2270,85
"314",50099,798,712,935,1320,8530,1847,435,1330,2410,NA
"315",50100,252,270,1182,1306,1879,938,591,1050,2215,65
"316",50101,1098,785,359,413,450,NA,NA,1059,2377,76
"317",50102,786,972,587,784,745,15244,1516,1585,2237,69
"318",50103,745,764,443,463,1595,NA,409,964,2344,101
"319",50104,544,668,678,1136,7900,1,982,806,NA,75
"320",50107,244,185,379,877,1029,NA,424,602,2226,70
"321",50108,457,598,477,622,971,604,581,838,2226,88
"322",50110,NA,NA,668,1,NA,NA,NA,815,2270,80
"323",50112,669,821,534,434,811,NA,211,885,2355,71
"324",50113,1,1,784,NA,1779,NA,NA,503,NA,81
"325",50115,386,403,519,897,1472,1,1560,949,2226,86
"326",50116,813,1178,951,1739,451,NA,1,991,2259,107
"327",50118,1,NA,243,1,1989,NA,NA,897,2270,67
"328",50121,766,1625,412,929,1904,NA,1030,807,2259,79
"329",50122,875,219,605,253,NA,NA,8326,1579,2259,112
"330",50124,1629,NA,1326,NA,NA,NA,636,962,2300,82
"331",50125,1104,883,1229,1460,1682,NA,1479,808,2421,100
"332",50126,1122,1018,254,222,1,NA,8234,1039,2237,96
"333",50127,1,1,178,443,733,NA,NA,703,2300,77
"334",50128,570,289,428,572,1703,962,822,915,2281,93
"335",50129,628,662,482,559,249,900,480,1146,2322,81
"336",50131,1,NA,513,NA,NA,NA,NA,1456,2300,90
"337",50132,967,1482,390,1044,1567,1,627,1166,2237,72
"338",50133,1118,693,154,414,674,NA,980,1081,2322,128
"339",50135,389,173,1491,706,12350,NA,8715,1103,NA,52
"340",50136,1,NA,317,NA,1,NA,NA,1774,2226,100
"341",50137,354,471,834,509,902,NA,646,1135,NA,86
"342",50138,479,482,888,973,785,668,674,1260,NA,106
"343",50139,305,106,603,467,1041,465,923,1157,NA,88
"344",50140,295,187,381,454,546,NA,528,1400,NA,96
"345",50145,503,782,1458,1832,1909,NA,1274,684,2344,89
"346",50149,718,623,1752,1724,861,1,1574,228,NA,85
"347",50150,406,1,190,553,798,NA,1507,1546,2300,70
"348",50152,475,421,750,738,NA,NA,NA,1061,2300,63
"349",50153,624,811,846,966,835,NA,NA,939,2300,86
"350",50158,1,NA,1,NA,NA,NA,NA,821,NA,72
"351",50159,1066,1637,776,1743,11695,NA,403,692,2259,92
"352",50167,279,177,571,562,493,NA,1934,1159,NA,90
"353",50168,485,522,572,942,1905,830,1120,962,2248,89
"354",50169,91,1,205,746,800,1576,914,968,2248,113
"355",50174,560,868,1539,1868,8045,NA,792,1357,2270,72
"356",50179,798,710,1,1,828,NA,569,1454,2300,88
"357",50180,1009,1076,1113,1275,1462,544,211,1011,2193,79
"358",50189,1,NA,1997,NA,NA,NA,NA,102,NA,90
"359",50191,433,411,390,388,1,NA,960,737,2366,77
"360",50192,NA,NA,NA,NA,NA,NA,NA,1,NA,87
"361",50194,1,1,1,1,NA,NA,NA,551,2259,65
"362",50195,1002,991,942,1828,558,NA,734,1699,192,78
"363",50196,NA,NA,NA,NA,NA,NA,NA,1,NA,88
"364",50197,1,1,1074,541,1305,1102,1,1091,2270,83
"365",50204,638,309,180,1,419,NA,8317,1395,2355,77
"366",50205,NA,NA,581,870,NA,NA,NA,812,NA,82
"367",50211,NA,NA,1,1,NA,NA,NA,1454,2281,87
"368",50222,1724,535,248,454,1938,695,744,1358,2311,62
"369",50224,891,564,592,817,1140,374,253,1569,NA,59
"370",50225,1,1,456,1,NA,NA,NA,8260,2281,84
"371",50226,403,280,418,264,337,1,1,1841,2259,110
"372",50228,179,153,903,948,8011,NA,389,535,2300,110
"373",50230,460,1,1,1,NA,NA,NA,1100,NA,61
"374",50231,681,559,907,908,1627,1192,8103,1443,2333,79
"375",50232,1,1,503,1107,897,NA,NA,791,2333,52
"376",50234,1298,NA,450,NA,NA,NA,NA,782,2270,75
"377",50235,1505,1330,1485,8530,8256,1272,1480,1875,2248,77
"378",50236,483,801,437,411,603,NA,836,7817,2410,84
"379",50238,440,674,488,442,1369,1,365,1175,2344,74
"380",50239,61,115,485,955,852,NA,1155,1040,2355,74
"381",50242,168,400,1,1,7910,NA,341,967,2270,70
"382",50243,566,566,586,586,1,1179,1066,1013,2226,113
"383",50245,820,545,933,893,830,1,940,572,NA,100
"384",50248,282,1,875,1,528,NA,708,285,2311,72
"385",50254,1,1,752,1,1130,NA,1391,1108,2281,60
"386",50257,NA,NA,NA,NA,NA,NA,NA,222,NA,78
"387",50261,1180,943,690,NA,957,NA,NA,643,2344,65
"388",50262,884,958,857,665,1228,632,7818,1073,NA,96
"389",50272,1,1,488,733,320,1,412,1998,2259,81
"390",50276,405,1394,985,584,1440,NA,1,912,NA,91
"391",50278,350,450,1147,1823,731,1440,284,1075,2311,67
"392",50279,1,NA,1,1,NA,NA,NA,1,2281,81
"393",50280,475,619,557,464,838,NA,1191,655,2193,77
"394",50281,1,1,1,1,512,NA,833,1297,NA,71
"395",50283,1083,959,197,1,1083,NA,675,1846,2215,109
"396",50289,133,1,367,307,1,NA,1379,1664,2377,118
"397",50290,1043,1584,309,490,259,NA,860,1112,148,99
"398",50291,132,248,170,386,1,NA,NA,1006,2344,93
"399",50292,191,84,1201,1232,8099,1776,1317,935,NA,67
"400",50295,211,1,250,489,951,15397,1,744,2237,92
"401",50296,985,NA,1452,874,NA,NA,NA,473,2388,106
"402",50298,1,NA,1,NA,NA,NA,NA,300,NA,78
"403",50300,739,588,111,184,1172,NA,615,443,2281,89
"404",50301,610,NA,298,1,1,NA,NA,1505,2300,101
"405",50305,470,477,994,1470,1,1793,535,1124,2237,117
"406",50308,144,1,208,356,318,262,251,862,2344,69
"407",50309,64,95,507,732,300,NA,1034,1303,2333,92
"408",50313,495,841,647,NA,NA,NA,NA,12335,2300,87
"409",50315,102,154,1461,955,8278,15190,1493,321,NA,116
"410",50320,328,1,850,944,8331,1,684,798,NA,177
"411",50324,335,378,736,575,1006,1187,974,1216,2193,74
"412",50327,855,532,534,506,8625,864,12141,1118,2399,111
"413",50329,586,946,175,381,1303,NA,1,1541,2333,72
"414",50334,325,285,411,1049,529,NA,433,887,2300,72
"415",50335,879,NA,192,1,8531,NA,NA,1045,2226,101
"416",50336,446,461,463,490,8644,NA,649,1088,2281,107
"417",50342,532,1,767,542,NA,NA,NA,1223,2333,96
"418",50348,214,179,527,452,919,1041,451,1506,2300,88
"419",50350,1,1,762,1096,NA,NA,1917,1711,2270,85
"420",50351,416,366,407,398,1266,1,470,1317,2248,103
"421",50352,NA,NA,1,NA,1,NA,NA,617,2344,103
"422",50353,1128,1291,432,383,383,1458,778,777,2432,80
"423",50357,NA,NA,NA,NA,NA,NA,NA,1,192,66
"424",50359,621,740,709,1962,NA,NA,NA,1008,NA,109
"425",50360,197,260,292,1,755,NA,1,1556,2333,90
"426",50367,764,229,631,1063,8315,NA,1336,1374,2226,114
"427",50373,1239,1089,1183,1107,1,1,1608,595,NA,71
"428",50376,443,397,1056,826,1,7818,713,782,NA,73
"429",50378,14775,14685,8698,8452,NA,NA,1896,225,NA,82
"430",50380,455,417,1017,1235,11978,1739,642,1162,2421,86
"431",50382,328,186,451,401,953,710,950,644,2237,78
"432",50390,1046,1721,497,285,559,NA,1822,1056,2322,70
"433",50393,1458,1900,1,1,NA,1,7869,1221,2270,92
"434",50394,185,312,1,1,1,844,818,1280,2421,79
"435",50396,192,272,1607,1607,1686,1822,171,752,2281,68
"436",50397,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
