"","Provider.ID","Score.READM_30_AMI","Score.READM_30_CABG","Score.READM_30_COPD","Score.READM_30_HF","Score.READM_30_HIP_KNEE","Score.READM_30_HOSP_WIDE","Score.READM_30_PN","Score.READM_30_STK"
"2801",40017,-0.617344182598411,NA,-1.18060571765301,-0.437157406131435,-1.28413426044236,-0.699521213840089,-0.217157600078228,0.776968826076594
"2815",40018,NA,NA,0.315566434212226,-0.103232968583356,NA,-0.699521213840089,-0.495579619901034,NA
"2829",40019,NA,NA,0.000582823293229964,1.56638921915704,NA,0.147719845322554,1.03574148912439,0.404155303532505
"2843",40020,1.99150910546107,1.05854554759861,2.52045171064521,2.16745320674359,0.161294143583641,2.20530527471755,1.6621910337257,0.124545161624438
"2857",40022,2.93069628916248,0.969807789261838,1.41800907242872,-0.570727181150667,-0.380741507926107,0.752892030438729,-0.217157600078228,-0.714285264099761
"2871",40026,-0.512990051076034,0.881070030925068,0.394312336941977,0.431046131493573,-0.380741507926107,0.51082315639226,-0.147552095122528,0.310951922896483
"2885",40027,0.530551264147759,-0.627471860800025,-0.786876204004263,-1.57250049379491,-0.200062957422858,-0.820555650863324,0.966135984168691,-0.807488644735784
"2899",40029,-1.34782310325507,-0.00630755244263346,1.81173858607746,-0.036448081073741,0.703329795093389,-0.820555650863324,-0.217157600078228,-0.993895406007828
"2913",40036,0.426197132625382,1.59097209761923,1.49675497515847,2.76851719433013,0.52265124459014,2.68944302281049,1.5229800238143,1.98861277434488
"2927",40039,0.530551264147759,NA,1.18177136423947,1.23246478160896,1.06468689609989,2.32633971174078,1.5229800238143,1.05657896798466
"2941",40041,0.73925952719252,NA,-0.156908982166268,0.564615906512804,-0.561420058429358,-0.336417902770384,0.757319469301587,0.0313417809884161
"2955",40047,NA,NA,0.315566434212226,0.230691468964724,NA,-0.0943490287239149,0.0612644197445757,NA
"2969",40050,NA,NA,-0.550638495815015,-0.036448081073741,-0.380741507926107,-1.18365896193303,-0.704396134768135,-0.714285264099761
"2983",40051,NA,NA,0.000582823293229964,1.16567989409935,NA,0.631857593415496,0.409291944523081,-0.24826836091965
"2997",40055,1.67844671089393,1.76844761429277,1.10302546150972,-0.036448081073741,0.161294143583641,0.752892030438729,-1.47005668928085,-0.155064980283628
"3011",40062,1.36538431632679,2.12339864763985,-0.708130301274513,0.497831019003187,0.161294143583641,0.994960904485198,-1.53966219423655,-0.24826836091965
"3025",40067,NA,NA,0.630550045131225,-0.370372518621821,NA,0.631857593415496,1.03574148912439,0.310951922896483
"3039",40069,NA,NA,0.394312336941977,1.49960433164743,NA,1.23702977853167,1.7317965386814,NA
"3053",40071,-0.512990051076034,0.703594514251527,2.04797629426671,-0.236802743602587,0.884008345596638,1.47909865257814,0.966135984168691,0.497358684168527
"3067",40072,NA,NA,0.866787753320474,-0.036448081073741,NA,-0.941590087886559,-0.704396134768135,-0.0618615996476058
"3081",40074,NA,NA,1.10302546150972,0.898540344060884,NA,-0.215383465747149,-1.05242365954664,NA
"3095",40076,NA,NA,2.9929271270237,1.29924966911858,NA,2.44737414876402,1.94061305354851,-0.341471741555673
"3109",40078,1.05232192175966,0.0824302058941364,0.158074628752728,1.69995899417627,1.24536544660314,1.23702977853167,1.7317965386814,0.124545161624438
"3123",40080,NA,NA,NA,NA,NA,NA,NA,NA
"3137",40084,0.217488869580624,NA,0.394312336941977,1.63317410666666,1.24536544660314,1.11599534150843,0.27008093461168,1.05657896798466
"3151",40085,NA,NA,0.630550045131225,2.16745320674359,NA,1.84220196364785,1.10534699408009,1.98861277434488
