"","Provider.ID","MORT_30_AMI_score","MORT_30_CABG_score","MORT_30_COPD_score","MORT_30_HF_score","MORT_30_PN_score","MORT_30_STK_score","PSI_4_SURG_COMP_score"
"2411",260047,658,1959,1286,1395,1790,119,2156
"2412",260048,1670,NA,2529,2497,2007,NA,1990
"2413",260050,NA,NA,2246,2176,214,NA,NA
"2414",260052,423,NA,766,1348,1766,539,1216
"2415",260057,1514,NA,288,2678,1348,NA,NA
"2416",260059,NA,NA,816,27,949,NA,NA
"2417",260061,NA,NA,1934,2176,119,NA,NA
"2418",260062,267,NA,521,1145,1168,63,617
"2419",260064,2340,NA,348,967,1529,1215,NA
"2420",260065,2290,1388,2199,2739,344,2253,1216
"2421",260068,1758,1313,1487,2367,2635,2084,604
"2422",260070,NA,NA,575,2749,2404,NA,NA
"2423",260074,2259,NA,153,87,1124,NA,NA
"2424",260077,1473,2665,2292,17,161,1985,2001
"2425",260078,891,NA,914,894,1954,480,1150
"2426",260080,NA,NA,1347,NA,205,NA,NA
"2427",260081,1179,2594,1017,1506,1876,1316,1810
"2428",260085,1086,2288,1233,1710,2504,847,1268
"2429",260091,800,1854,820,1914,2222,750,1561
"2430",260094,810,NA,967,1277,1891,450,973
"2431",260095,967,1882,1705,1651,2242,988,924
"2432",260096,1432,1,1798,2499,323,1233,307
"2433",260097,1167,NA,512,299,1479,NA,NA
"2434",260102,NA,NA,1301,NA,2027,NA,NA
"2435",260104,1366,1905,1338,2009,2256,1690,1844
"2436",260105,2404,NA,678,614,664,1633,1007
"2437",260108,2257,1295,1831,69,401,1800,1300
"2438",260110,894,2749,1351,1644,2251,1357,1368
"2439",260113,1824,NA,914,1075,1615,1824,902
"2440",260119,877,2582,2059,1876,2406,925,1023
"2441",260137,2017,871,1947,1790,2386,1319,1907
"2442",260138,1453,967,988,2260,2022,2530,381
"2443",260141,1045,87,1017,1242,1571,1740,2166
"2444",260142,NA,NA,87,52,834,NA,NA
"2445",260160,NA,NA,27,2665,1053,NA,NA
"2446",260162,NA,NA,NA,2027,2464,NA,NA
"2447",260163,1769,NA,1161,975,1782,1478,NA
"2448",260175,1514,NA,557,348,975,1514,NA
"2449",260176,225,1743,512,440,930,1610,1380
"2450",260177,862,2275,1819,1421,2268,728,845
"2451",260179,1740,1032,1559,2530,355,1529,913
"2452",260180,1216,506,1667,2127,1948,1032,1903
"2453",260183,1103,697,1784,2013,2585,1674,1340
"2454",260186,1302,2007,1441,1072,1636,840,1639
"2455",260190,2555,NA,267,225,606,2594,NA
"2456",260191,87,NA,1095,1328,1770,450,1193
"2457",260193,63,NA,877,498,1416,2497,NA
"2458",260195,2355,NA,2727,2154,1021,1796,NA
"2459",260200,1060,NA,792,1693,1972,810,791
"2460",260207,NA,NA,NA,NA,2340,NA,NA
"2461",260209,NA,NA,1610,NA,2154,NA,NA
"2462",260210,NA,NA,1301,1610,164,NA,NA
"2463",260214,NA,NA,2760,2355,176,NA,NA
"2464",260216,894,NA,1209,2024,2191,744,752
"2465",260219,2355,NA,164,2623,723,2105,NA
"2466",260227,NA,NA,NA,NA,1882,NA,NA
"2467",261301,NA,NA,NA,NA,NA,NA,NA
"2468",261302,NA,NA,NA,NA,NA,NA,NA
"2469",261303,NA,NA,1959,1514,299,NA,NA
"2470",261305,NA,NA,1167,NA,2176,NA,NA
"2471",261306,NA,NA,NA,NA,1478,NA,NA
"2472",261307,NA,NA,2418,186,277,NA,NA
"2473",261308,NA,NA,63,2432,256,NA,NA
"2474",261309,NA,NA,2209,2555,87,NA,NA
"2475",261310,NA,NA,1959,1670,99,NA,NA
"2476",261311,NA,NA,1796,1796,787,NA,NA
"2477",261312,NA,NA,2154,1514,2543,NA,NA
"2478",261313,NA,NA,NA,NA,NA,NA,NA
"2479",261314,NA,NA,1640,1704,2229,NA,NA
"2480",261315,NA,NA,NA,NA,NA,NA,NA
"2481",261316,NA,NA,1301,NA,2568,NA,NA
"2482",261317,NA,NA,1257,NA,2305,NA,NA
"2483",261318,NA,NA,2154,1984,914,1347,NA
"2484",261319,NA,NA,2088,1301,196,NA,NA
"2485",261320,NA,NA,2355,1577,2515,NA,NA
"2486",261321,NA,NA,2288,1934,803,NA,NA
"2487",261322,NA,NA,NA,NA,NA,NA,NA
"2488",261323,NA,NA,NA,1478,2259,NA,NA
"2489",261324,NA,NA,2665,2665,365,NA,NA
"2490",261325,NA,NA,1704,2418,775,1769,NA
"2491",261327,NA,NA,2229,2176,2275,NA,NA
"2492",261328,NA,NA,2275,1431,2529,NA,NA
"2493",261329,NA,NA,1514,NA,2481,NA,NA
"2494",261330,NA,NA,1959,2288,39,NA,NA
"2495",261331,NA,NA,NA,NA,NA,NA,NA
"2496",261332,NA,NA,1743,NA,2131,NA,NA
"2497",261333,NA,NA,2194,2355,423,NA,NA
"2498",261334,NA,NA,NA,NA,1347,NA,NA
"2499",261335,NA,NA,1824,1769,462,NA,NA
"2500",261336,NA,NA,NA,NA,NA,NA,NA
"2501",261337,NA,NA,2623,2665,153,NA,NA
"2502",261338,NA,NA,2154,1934,471,NA,NA
"2503",261339,NA,NA,NA,NA,NA,NA,NA
"2504",263301,NA,NA,NA,NA,NA,NA,NA
"2505",263302,NA,NA,NA,NA,NA,NA,NA
"2506",263303,NA,NA,NA,NA,NA,NA,NA
"2507",263304,NA,NA,NA,NA,NA,NA,NA
"2508",270003,176,NA,780,678,1615,405,1151
"2509",270004,1376,710,1338,1589,1935,1432,804
"2510",270012,958,2650,1400,1265,2093,1198,2006
"2511",270014,1286,119,723,1585,1940,1103,3040
"2512",270017,2404,NA,2582,710,1334,2650,2050
"2513",270023,1743,NA,39,2555,646,2194,905
"2514",270032,NA,NA,2154,1984,196,NA,NA
"2515",270049,1242,440,949,1557,2218,1082,1227
"2516",270051,669,2450,606,787,1557,820,999
"2517",270057,52,NA,119,658,1348,277,1110
"2518",270074,NA,NA,1514,NA,1854,NA,NA
"2519",270086,NA,NA,NA,NA,1215,NA,NA
"2520",270087,NA,NA,NA,NA,NA,NA,NA
"2521",271300,NA,NA,NA,NA,NA,NA,NA
"2522",271301,NA,NA,NA,NA,NA,NA,NA
"2523",271302,NA,NA,NA,NA,NA,NA,NA
"2524",271303,NA,NA,NA,NA,NA,NA,NA
"2525",271304,NA,NA,NA,NA,NA,NA,NA
"2526",271305,NA,NA,NA,NA,NA,NA,NA
"2527",271306,NA,NA,NA,NA,1431,NA,NA
"2528",271307,NA,NA,NA,NA,1112,NA,NA
"2529",271308,NA,NA,NA,NA,NA,NA,NA
"2530",271309,NA,NA,NA,NA,NA,NA,NA
"2531",271310,NA,NA,NA,NA,NA,NA,NA
"2532",271311,NA,NA,NA,NA,NA,NA,NA
"2533",271312,NA,NA,NA,NA,2324,NA,NA
"2534",271313,NA,NA,NA,NA,NA,NA,NA
"2535",271314,NA,NA,NA,NA,NA,NA,NA
"2536",271315,NA,NA,NA,NA,NA,NA,NA
"2537",271316,NA,NA,NA,1391,2650,NA,NA
"2538",271317,NA,NA,2007,2355,2418,1514,NA
"2539",271318,NA,NA,NA,1347,2370,NA,NA
"2540",271319,NA,NA,NA,NA,1167,NA,NA
"2541",271320,NA,NA,1514,NA,2464,1257,NA
"2542",271321,NA,NA,NA,NA,NA,NA,NA
"2543",271322,NA,NA,NA,NA,2063,NA,NA
"2544",271323,NA,NA,1301,NA,2194,NA,NA
"2545",271324,NA,NA,NA,NA,1257,NA,NA
"2546",271325,NA,NA,1854,1577,52,NA,NA
"2547",271326,NA,NA,NA,NA,1514,NA,NA
"2548",271327,NA,NA,NA,NA,1796,NA,NA
"2549",271328,NA,NA,NA,NA,2088,NA,NA
"2550",271329,NA,NA,NA,NA,NA,NA,NA
"2551",271330,NA,NA,NA,NA,1577,NA,NA
"2552",271331,NA,NA,NA,NA,NA,NA,NA
"2553",271332,NA,NA,1547,1167,2404,1215,NA
"2554",271333,NA,NA,NA,NA,NA,NA,NA
"2555",271334,NA,NA,NA,NA,NA,NA,NA
"2556",271335,NA,NA,2194,1257,2305,NA,NA
"2557",271336,NA,NA,1743,1257,27,1769,NA
"2558",271337,NA,NA,NA,NA,1796,NA,NA
"2559",271338,NA,NA,NA,NA,1984,NA,NA
"2560",271339,NA,NA,NA,NA,NA,NA,NA
"2561",271340,NA,NA,2370,2464,405,2288,NA
"2562",271341,NA,NA,NA,NA,1670,NA,NA
"2563",271342,NA,NA,NA,NA,NA,NA,NA
"2564",271343,NA,NA,1347,1610,2027,NA,NA
"2565",271344,NA,NA,1547,2105,2749,NA,NA
"2566",271345,NA,NA,1640,2131,214,1431,NA
"2567",271346,NA,NA,NA,NA,1670,NA,NA
"2568",271347,NA,NA,1610,2275,640,1514,NA
"2569",280003,1836,1174,2171,2199,2627,1876,1996
"2570",280009,1025,225,365,1203,1571,816,1843
"2571",280013,826,792,1021,1600,1865,1319,1588
"2572",280020,235,NA,1161,1526,2232,1184,1718
"2573",280023,385,NA,1404,1313,2240,630,1687
"2574",280030,1095,2481,2464,958,308,63,986
"2575",280032,1824,NA,539,800,1453,539,1188
"2576",280040,877,820,1753,1753,2332,1107,535
"2577",280060,723,357,1295,1484,1876,891,925
"2578",280061,2727,NA,894,683,1453,423,1599
"2579",280065,357,NA,810,975,1740,27,792
"2580",280077,2154,NA,1021,766,1228,2194,1211
"2581",280081,2623,NA,877,521,1213,506,967
"2582",280105,2176,NA,214,164,810,NA,NA
"2583",280111,1431,NA,2678,374,664,1959,NA
"2584",280125,787,2209,205,905,1351,2749,1467
"2585",280127,NA,NA,NA,NA,NA,NA,NA
"2586",280128,1072,1545,NA,1032,NA,NA,1023
"2587",280129,NA,NA,NA,NA,NA,NA,NA
"2588",280130,385,NA,1021,975,1748,744,1291
"2589",280131,NA,NA,NA,NA,NA,NA,NA
"2590",280132,267,NA,374,640,1095,2636,1221
"2591",280133,NA,NA,NA,NA,NA,NA,NA
"2592",280134,NA,NA,NA,NA,NA,NA,NA
"2593",281300,NA,NA,NA,NA,NA,NA,NA
"2594",281301,NA,NA,NA,NA,1824,NA,NA
"2595",281302,NA,NA,NA,NA,NA,NA,NA
"2596",281303,NA,NA,NA,NA,NA,NA,NA
"2597",281304,NA,NA,1796,NA,2229,NA,NA
"2598",281305,NA,NA,NA,NA,1391,NA,NA
"2599",281306,NA,NA,NA,NA,NA,NA,NA
"2600",281307,NA,NA,NA,NA,2340,NA,NA
"2601",281308,NA,NA,NA,NA,NA,NA,NA
"2602",281309,NA,NA,NA,NA,1301,NA,NA
"2603",281310,NA,NA,NA,NA,NA,NA,NA
"2604",281311,NA,NA,NA,NA,1347,NA,NA
"2605",281312,NA,NA,NA,NA,NA,NA,NA
"2606",281313,NA,NA,NA,NA,1934,NA,NA
"2607",281314,NA,NA,NA,NA,1640,NA,NA
"2608",281315,NA,NA,1478,1905,2650,NA,NA
"2609",281316,NA,NA,NA,NA,1514,NA,NA
"2610",281318,NA,NA,NA,NA,1391,NA,NA
"2611",281319,NA,NA,NA,NA,2154,NA,NA
"2612",281320,NA,NA,NA,NA,2418,NA,NA
"2613",281321,NA,NA,NA,NA,1854,NA,NA
"2614",281322,NA,NA,NA,2088,2515,1112,NA
"2615",281323,NA,NA,NA,NA,1167,NA,NA
"2616",281324,NA,NA,1215,NA,2229,NA,NA
"2617",281325,NA,NA,NA,NA,1478,NA,NA
"2618",281326,NA,NA,1112,NA,2464,NA,NA
"2619",281327,NA,NA,NA,1167,1640,NA,NA
"2620",281328,NA,NA,1959,NA,338,NA,NA
"2621",281329,NA,NA,1640,1391,130,NA,NA
"2622",281330,NA,NA,NA,NA,NA,NA,NA
"2623",281331,NA,NA,NA,NA,2355,NA,NA
"2624",281332,NA,NA,NA,1640,2229,NA,NA
"2625",281333,NA,NA,NA,NA,NA,NA,NA
"2626",281334,NA,NA,2387,1854,865,1640,NA
"2627",281335,NA,NA,NA,NA,2275,NA,NA
"2628",281336,NA,NA,1882,2154,2738,1882,NA
"2629",281338,NA,NA,1610,1431,2582,NA,NA
"2630",281339,NA,NA,1257,1391,164,1301,NA
"2631",281340,NA,NA,NA,NA,1959,NA,NA
"2632",281341,NA,NA,1431,1215,2515,NA,NA
"2633",281342,NA,NA,NA,NA,2154,NA,NA
"2634",281343,NA,NA,1431,NA,1257,NA,NA
"2635",281344,NA,NA,NA,NA,2340,NA,NA
"2636",281345,NA,NA,NA,1347,2340,NA,NA
"2637",281346,NA,NA,NA,NA,1882,NA,NA
"2638",281347,NA,NA,NA,NA,1670,NA,NA
"2639",281348,NA,NA,1167,1670,186,NA,NA
"2640",281349,NA,NA,1112,1301,2760,NA,NA
"2641",281350,NA,NA,NA,1301,2259,NA,NA
"2642",281351,NA,NA,NA,NA,1431,NA,NA
"2643",281352,NA,NA,2246,1959,2176,NA,NA
"2644",281353,NA,NA,NA,1257,119,NA,NA
"2645",281354,NA,NA,NA,NA,2275,NA,NA
"2646",281355,NA,NA,1514,1610,2275,NA,NA
"2647",281356,NA,NA,NA,NA,2450,NA,NA
"2648",281357,NA,NA,2154,1959,2636,NA,NA
"2649",281358,NA,NA,NA,NA,2131,NA,NA
"2650",281359,NA,NA,NA,1478,2543,NA,NA
"2651",281360,NA,NA,2007,2154,130,NA,NA
"2652",281361,NA,NA,1167,1257,2497,NA,NA
"2653",281362,NA,NA,1577,1905,759,1112,NA
"2654",281363,NA,NA,1112,2543,385,NA,NA
"2655",281364,NA,NA,2355,2105,521,1301,NA
"2656",281365,NA,NA,2246,1704,471,NA,NA
"2657",283300,NA,NA,NA,NA,NA,NA,NA
"2658",283301,NA,NA,NA,NA,NA,NA,NA
"2659",290001,2005,530,2002,1982,42,2155,2056
"2660",290002,NA,NA,NA,NA,1391,NA,NA
"2661",290003,1302,834,1705,1753,2006,1409,2145
"2662",290005,2088,NA,630,471,462,1215,NA
"2663",290006,NA,NA,348,2355,840,NA,NA
"2664",290007,2194,1984,119,348,488,2594,2070
"2665",290008,1743,NA,299,2701,1151,1670,NA
"2666",290009,1045,2246,949,1392,2014,826,877
"2667",290012,2370,NA,728,530,1128,2678,884
"2668",290019,1649,2305,1759,1728,2583,1265,1149
"2669",290021,658,1640,958,877,1225,1066,1854
"2670",290022,877,2404,1124,955,1251,288,1405
"2671",290032,2760,NA,374,2288,652,2387,830
"2672",290039,1453,308,2090,1993,2553,1258,1509
"2673",290041,857,2288,1322,1515,1773,717,618
"2674",290042,NA,NA,NA,NA,NA,NA,NA
"2675",290045,1198,245,1298,1684,1883,1145,895
"2676",290046,640,2275,710,622,1151,440,1957
"2677",290047,2387,NA,566,423,1362,2568,1479
"2678",290049,NA,NA,2749,2678,865,NA,NA
"2679",290053,2418,2246,548,582,1233,2275,1085
"2680",290054,235,NA,703,652,591,2701,1012
"2681",290056,NA,NA,NA,NA,NA,NA,NA
"2682",291300,NA,NA,1301,1167,2370,NA,NA
"2683",291301,NA,NA,NA,NA,NA,NA,NA
"2684",291302,NA,NA,1347,1301,1854,NA,NA
"2685",291303,NA,NA,NA,NA,NA,NA,NA
"2686",291304,NA,NA,NA,NA,NA,NA,NA
"2687",291306,NA,NA,2088,1934,557,NA,NA
"2688",291307,NA,NA,2324,1934,2355,NA,NA
"2689",291308,NA,NA,2088,NA,1577,NA,NA
"2690",291309,NA,NA,1704,1824,2105,NA,NA
"2691",291311,1934,NA,196,1854,2738,NA,NA
"2692",291312,NA,NA,1167,NA,1301,NA,NA
"2693",300001,1453,108,1797,2196,2478,1242,1261
"2694",300003,2550,988,925,1927,1797,1829,1820
"2695",300005,2404,NA,935,1192,1460,385,1530
"2696",300011,792,NA,1072,1674,1790,775,1001
"2697",300012,792,NA,1654,1846,2256,980,885
"2698",300014,1984,NA,1075,914,1313,2738,NA
"2699",300017,186,NA,1179,1082,1571,87,632
"2700",300018,852,NA,1421,1523,2003,365,1611
"2701",300019,2481,NA,750,1005,1651,205,NA
"2702",300020,658,NA,1151,1562,2005,462,1594
"2703",300023,871,NA,1319,1564,1836,557,1609
"2704",300029,1139,1036,877,1479,1238,512,1831
"2705",300034,2022,1316,1798,2294,2273,955,1098
"2706",301300,NA,NA,1934,1854,1704,NA,NA
"2707",301301,NA,NA,2007,1112,2370,NA,NA
"2708",301302,NA,NA,2088,2194,2738,1514,NA
"2709",301303,2450,NA,2229,2355,2727,NA,NA
"2710",301304,1577,NA,2209,2450,318,NA,NA
"2711",301305,NA,NA,1215,1112,2176,NA,NA
"2712",301306,NA,NA,2543,1959,196,1478,NA
"2713",301307,1882,NA,27,2665,710,1610,NA
"2714",301308,NA,NA,2131,2194,308,NA,NA
"2715",301309,1301,NA,2749,225,759,1959,NA
"2716",301310,1112,NA,1,2515,214,1478,NA
"2717",301311,NA,NA,2650,2418,374,1610,NA
"2718",301312,1215,NA,2481,2464,582,1577,NA
"2719",310001,2203,1221,2256,210,387,2287,859
"2720",310002,955,119,1082,2032,1319,750,2016
"2721",310003,744,NA,1562,1615,2094,318,1693
"2722",310005,1174,NA,1421,1512,1982,909,1985
"2723",310006,2582,1824,1053,2196,2180,506,1109
"2724",310008,1506,NA,2136,2407,157,1552,532
"2725",310009,1552,NA,1889,2273,2006,942,1388
"2726",310010,894,NA,1388,2170,2216,1473,2113
"2727",310011,697,NA,1711,1807,2256,1128,1466
"2728",310012,2399,958,2575,576,691,2330,1336
"2729",310014,1322,480,803,1797,1247,810,2064
"2730",310015,2535,2504,2034,373,511,2226,631
"2731",310016,582,NA,930,1277,1283,2529,1146
"2732",310017,1548,NA,2116,2199,2646,1432,2081
"2733",310019,1819,683,2165,2689,67,1873,2017
"2734",310021,277,2450,2497,512,225,1478,1109
"2735",310022,2281,NA,175,286,698,2098,1194
"2736",310024,766,NA,1213,2054,1891,775,1770
"2737",310025,1247,NA,1103,1534,1380,318,1130
"2738",310027,288,NA,1351,1615,1545,723,2079
"2739",310028,820,NA,1811,1947,2146,1128,867
"2740",310029,1956,1651,1567,2170,1646,1174,1513
"2741",310031,847,75,2246,1617,2606,NA,1804
"2742",310032,1385,NA,2180,2575,2353,1693,1251
"2743",310034,1395,NA,1880,2031,2250,1400,1951
"2744",310038,2111,1885,1985,198,91,2141,2036
"2745",310039,1608,NA,1948,2260,2279,669,1886
"2746",310040,2259,NA,348,539,1032,2464,NA
"2747",310041,2638,NA,813,634,636,2456,900
"2748",310044,506,NA,1161,1427,1840,877,1664
"2749",310045,1661,591,1562,2341,2570,1705,2125
"2750",310047,717,NA,1766,1988,2090,1032,2020
"2751",310048,1930,NA,2152,2558,2668,1876,1357
"2752",310050,1427,NA,1982,2417,2417,1258,1175
"2753",310051,1787,NA,1878,6,244,2342,1921
"2754",310052,2054,NA,2401,126,184,1889,1299
"2755",310054,1242,NA,1599,2078,2326,1066,1638
"2756",310057,1562,NA,1993,2451,2433,1503,1265
"2757",310058,NA,NA,NA,NA,512,NA,NA
"2758",310060,1934,NA,1313,1221,1710,2481,1097
"2759",310061,2582,NA,1021,1066,1228,141,1010
"2760",310064,2218,521,2346,2759,2689,1998,1998
"2761",310069,2555,NA,816,1107,852,2418,NA
"2762",310070,905,NA,1345,1591,2202,598,1396
"2763",310073,2126,2059,2201,217,2719,1940,840
"2764",310074,942,2749,664,1392,988,664,1372
"2765",310075,678,NA,1322,1921,1744,606,1573
"2766",310076,1328,717,1855,2717,2735,1766,1282
"2767",310081,1179,NA,2024,2132,2239,914,1807
"2768",310083,2636,NA,787,792,737,2340,NA
"2769",310084,744,NA,1328,1585,1947,214,NA
"2770",310086,1842,NA,2710,201,499,2195,861
"2771",310091,2209,NA,1066,949,1021,2582,NA
"2772",310092,2355,NA,728,723,1441,1914,619
"2773",310096,348,2288,658,1388,918,2418,763
"2774",310108,1878,NA,2121,2736,247,2202,353
"2775",310110,1000,NA,2103,2017,2262,857,639
"2776",310111,1053,NA,2072,2330,137,1416,761
"2777",310112,1124,NA,1842,1982,2183,690,1683
"2778",310113,1221,NA,1883,2032,2157,993,776
"2779",310115,640,NA,737,1571,1479,99,878
"2780",310118,1640,NA,2529,2370,766,NA,NA
"2781",310119,2027,NA,1934,2259,63,480,1848
"2782",310130,1301,NA,2749,256,857,2259,NA
"2783",313300,NA,NA,NA,NA,NA,NA,NA
"2784",313302,NA,NA,NA,NA,NA,NA,NA
"2785",320001,196,1112,2701,582,816,728,1727
"2786",320002,1060,NA,891,975,1665,857,341
"2787",320003,NA,NA,2636,2582,744,1577,NA
"2788",320004,1431,NA,308,186,1395,2749,946
"2789",320005,1371,NA,1509,1385,2232,852,2071
"2790",320006,488,NA,646,925,1557,2543,1377
"2791",320009,1930,826,423,1498,1192,652,342
"2792",320011,NA,NA,2259,1577,348,1478,NA
"2793",320013,NA,NA,1882,2305,980,1514,NA
"2794",320016,NA,NA,2432,2623,678,1577,NA
"2795",320017,NA,NA,1854,1854,2582,NA,NA
"2796",320018,800,2088,967,750,1629,75,1205
"2797",320021,1811,141,1690,2003,2693,1837,934
"2798",320022,1347,NA,591,2636,993,1257,NA
"2799",320030,NA,NA,2404,1547,267,1431,NA
"2800",320033,NA,NA,1640,1854,119,NA,NA
"2801",320038,NA,NA,2007,2355,1124,NA,NA
"2802",320057,NA,NA,NA,NA,NA,NA,NA
"2803",320058,NA,NA,NA,NA,NA,NA,NA
"2804",320059,NA,NA,NA,2131,816,NA,NA
"2805",320060,NA,NA,NA,NA,1478,NA,NA
"2806",320061,NA,NA,1670,2131,1012,NA,NA
"2807",320062,NA,NA,NA,NA,2246,NA,NA
"2808",320063,1112,NA,450,328,1494,2340,NA
"2809",320065,1431,NA,826,196,205,2007,NA
"2810",320067,NA,NA,NA,NA,1215,NA,NA
"2811",320070,NA,NA,NA,NA,1301,NA,NA
"2812",320074,NA,NA,1391,2007,2690,NA,NA
"2813",320084,1167,NA,2515,2543,205,NA,NA
"2814",320085,1168,2450,955,1036,1899,557,1488
"2815",320086,1670,NA,2305,2594,2760,1391,NA
"2816",320089,NA,NA,NA,1670,2515,NA,NA
"2817",321300,NA,NA,1391,NA,267,NA,NA
"2818",321301,NA,NA,1301,NA,1796,NA,NA
"2819",321302,NA,NA,NA,NA,1854,NA,NA
"2820",321304,NA,NA,NA,1547,1215,NA,NA
"2821",321305,NA,NA,2497,1478,2749,NA,NA
"2822",321306,NA,NA,2246,2450,99,1547,NA
"2823",321307,NA,NA,1478,1431,2088,NA,NA
"2824",321308,NA,NA,1610,NA,2246,NA,NA
"2825",321309,NA,NA,2760,2543,450,1167,NA
"2826",330003,2027,NA,75,606,935,2387,NA
"2827",330004,717,NA,1608,1917,2236,1113,2170
"2828",330005,2284,803,2055,2706,2631,2671,1832
"2829",330006,1984,NA,395,566,622,2154,NA
"2830",330008,NA,NA,2749,2046,357,NA,NA
"2831",330009,1824,NA,153,431,462,2088,1513
"2832",330011,891,NA,1460,1878,2349,958,1804
"2833",330013,1594,622,942,1591,1380,1930,1858
"2834",330014,852,NA,750,1338,1526,1128,1729
"2835",330019,14,NA,1720,2132,2002,2543,NA
"2836",330023,2054,703,2394,2425,416,1623,594
"2837",330024,1617,810,2006,18,290,1800,969
"2838",330027,2450,NA,235,800,471,413,NA
"2839",330028,2749,NA,900,697,1623,2568,2164
"2840",330030,1854,NA,462,512,787,2176,NA
"2841",330033,2209,NA,99,119,1040,NA,NA
"2842",330043,1021,423,1661,2281,2262,1184,1672
"2843",330044,918,NA,1836,1842,2506,1932,818
"2844",330045,1641,NA,1891,2649,115,1494,933
"2845",330046,1351,2305,1591,1917,2333,1589,1695
"2846",330047,39,NA,885,1277,1773,2529,NA
"2847",330049,1984,NA,87,506,1277,2623,NA
"2848",330055,1302,1547,2032,2502,687,1728,1096
"2849",330056,176,NA,338,1082,1526,2594,NA
"2850",330057,1740,962,1916,2353,2365,1441,1719
"2851",330058,1215,NA,703,385,925,2387,NA
"2852",330059,1985,582,2426,371,522,2195,1092
"2853",330061,235,NA,1867,1975,2017,840,1926
"2854",330065,1670,NA,2481,1,99,1167,NA
"2855",330073,1905,NA,130,385,918,NA,NA
"2856",330074,1640,NA,308,141,1093,2555,NA
"2857",330078,75,NA,1012,1523,1559,2515,1290
"2858",330079,1610,NA,1743,99,521,2209,NA
"2859",330080,2088,NA,357,2714,1,2568,NA
"2860",330084,2275,NA,186,471,413,1984,NA
"2861",330085,2450,NA,935,1021,1512,1670,NA
"2862",330086,1215,NA,2305,2738,2665,1796,NA
"2863",330088,1301,NA,2027,164,539,NA,NA
"2864",330090,1473,2194,1782,1616,2257,803,508
"2865",330094,2355,NA,1075,1184,2210,2650,NA
"2866",330096,1431,NA,2738,2714,967,NA,NA
"2867",330100,NA,NA,NA,NA,NA,NA,NA
"2868",330101,2670,2165,2449,795,977,60,1331
"2869",330102,2738,NA,521,775,1099,2582,2120
"2870",330103,498,NA,1040,975,1617,1215,1542
"2871",330104,462,NA,1999,1763,2691,1174,1250
"2872",330106,2111,967,2253,353,764,2272,1119
"2873",330107,299,NA,1017,1416,1917,575,1935
"2874",330108,1301,NA,2727,1934,1000,NA,NA
"2875",330111,NA,NA,1984,1347,153,NA,NA
"2876",330115,NA,NA,728,75,471,NA,NA
"2877",330119,1066,480,1313,1899,2451,803,343
"2878",330125,1506,365,993,2171,1698,1151,357
"2879",330126,1917,NA,2357,2675,304,1724,1184
"2880",330127,1882,NA,2690,267,566,2450,1272
"2881",330128,348,NA,130,374,1468,245,NA
"2882",330132,NA,NA,1547,1796,2450,NA,NA
"2883",330135,2370,NA,652,780,1032,1610,NA
"2884",330136,942,2464,766,1518,1290,614,2052
"2885",330140,2566,1557,2282,148,586,820,2047
"2886",330141,1565,NA,2240,2256,2658,1053,1173
"2887",330144,NA,NA,2229,1984,214,NA,NA
"2888",330151,1431,NA,2229,1905,423,NA,NA
"2889",330153,1787,176,1778,2161,2341,1564,1560
"2890",330157,2275,NA,1161,1562,1846,245,NA
"2891",330158,1846,1,1603,1976,2528,1187,1618
"2892",330160,1676,267,2235,2332,2722,1427,2067
"2893",330162,2418,NA,658,1445,1740,750,1553
"2894",330163,14,NA,1603,962,1053,1577,NA
"2895",330164,1670,NA,405,1432,1954,205,1930
"2896",330166,NA,NA,NA,NA,NA,NA,NA
"2897",330167,1748,847,1837,2732,2681,1809,2165
"2898",330169,2132,2665,2401,2617,525,1993,560
"2899",330175,1769,NA,995,1095,1865,1514,NA
"2900",330180,521,NA,792,925,1392,14,869
"2901",330181,196,NA,852,1427,1991,299,NA
"2902",330182,2218,2157,1649,465,2565,1247,1233
"2903",330184,348,NA,816,1479,1833,909,953
"2904",330185,1048,NA,2101,2279,2631,958,1528
"2905",330188,2665,NA,365,816,871,2432,NA
"2906",330191,930,NA,1757,1815,2471,710,2049
"2907",330193,2665,NA,744,1060,2245,506,1266
"2908",330194,2612,606,2080,383,426,2247,1894
"2909",330195,1095,2714,1258,2583,2521,1523,2919
"2910",330196,196,NA,930,1732,1948,1012,2122
"2911",330197,2340,NA,737,766,1242,2543,1104
"2912",330198,1644,NA,2510,2578,181,1771,1922
"2913",330199,1704,NA,1984,1610,1905,NA,NA
"2914",330201,2432,NA,521,816,1460,99,1636
"2915",330202,1882,NA,2529,225,225,2529,1934
"2916",330203,787,NA,1409,2066,2414,2108,1991
"2917",330204,2305,NA,2481,2543,176,2088,1646
"2918",330205,1514,NA,450,299,1021,1854,NA
"2919",330208,498,NA,1865,2144,2150,826,652
"2920",330211,2131,NA,186,2246,1063,2046,NA
"2921",330214,905,299,723,2388,2393,1036,332
"2922",330215,2246,NA,1095,1128,1179,1796,NA
"2923",330218,318,NA,1053,980,2006,1577,NA
"2924",330219,1905,NA,27,440,405,1391,1467
"2925",330221,196,NA,1082,1063,1228,14,NA
"2926",330222,2529,NA,1036,1187,2054,2229,987
"2927",330223,2209,NA,683,374,988,1796,NA
"2928",330224,NA,NA,NA,NA,1301,NA,NA
"2929",330226,1,NA,405,1139,1539,2760,1295
