"","Provider.ID","HAI_1_SIR","HAI_1a_SIR","HAI_2_SIR","HAI_2a_SIR","HAI_3_SIR","HAI_4_SIR","HAI_5_SIR","HAI_6_SIR","COMP_HIP_KNEE","PSI_90_SAFETY"
"1",10001,-0.268095608263913,-0.2252643879027,-0.477709274703081,-0.375336139653334,-0.10147440627638,0.556429750701516,0.445235157291151,0.132642799637337,-0.416141806569594,0.308552291392247
"2",10005,-0.268095608263913,0.0146385153258394,0.0730811200853608,0.00161682969005965,0.466601792313275,NA,0.124340800047442,0.443215341168717,-0.0965533897542127,0.0850787867985125
"3",10006,0.241880911361279,0.151630423854671,-0.138761339448655,-0.0817234565291397,0.495694643453986,NA,0.166528774550497,0.355409491730525,-0.416141806569594,0.00620578517719428
"4",10007,NA,NA,0.595244155477314,NA,NA,NA,NA,0.772487276561933,NA,0.163951788419831
"5",10008,NA,NA,NA,NA,NA,NA,NA,0.296872258771731,NA,0.019351285447414
"6",10011,0.0761721061878429,0.223801770786934,0.142931877012793,0.362488360309117,0.0677234911472237,0.556429750701516,0.291431754181589,0.203375289462546,-0.416141806569594,-0.0989582169845633
"7",10012,NA,NA,0.595244155477314,0.566388866398809,NA,NA,NA,0.589558423565702,0.0279615778361957,0.019351285447414
"8",10016,0.224235992291885,0.289958838808174,0.193316029550613,0.436928227611703,0.3375979655446,NA,0.060560555129438,0.15622029624574,0.0279615778361957,0.150806288149611
"9",10018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0456422859878534
"10",10019,-0.0312317490171618,-0.154429547395109,0.493330756025814,0.566388866398809,0.452438167415824,NA,-0.00853471019839996,0.470857923399258,8.6983538210483,-0.0858127167143436
"11",10021,NA,NA,0.595244155477314,NA,NA,NA,NA,0.575737132450431,-0.416141806569594,-0.125249217525003
"12",10022,NA,NA,NA,NA,NA,NA,NA,0.772487276561933,NA,0.0850787867985125
"13",10023,-0.268095608263913,-0.0916137454355471,-0.333427383344778,-0.1634454847635,0.138541615634479,0.21624104344166,-0.052840388145998,0.0310156590838748,0.347549994651577,0.426861793824225
"14",10024,-0.268095608263913,-0.2252643879027,-0.212047379503666,-0.105997326301722,0.380088840236953,-0.131386995699418,-0.052840388145998,0.000934025480050025,0.347549994651577,0.19024278896027
"15",10029,-0.0826321654366998,-0.2252643879027,0.213927728316085,0.288857621998951,0.472726603079741,-0.0927208386377549,0.255555366415211,0.257847436799202,-0.279175342220145,0.387425293013566
"16",10032,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0456422859878534
"17",10033,-0.153979012108596,-0.0475090334213867,0.242555087712574,0.301803685877661,0.232710581168882,0.274286200835891,0.166196585774882,0.108252285904506,-0.279175342220145,0.137660787879391
"18",10034,NA,NA,-0.159373038214127,NA,NA,NA,NA,0.0659753954342657,NA,-0.125249217525003
"19",10035,0.369231196818641,0.447666596919415,0.0341479113061362,0.360870102324278,0.379706039564049,NA,-0.052840388145998,0.607444800303111,0.164928042185645,0.361134292473126
"20",10036,NA,NA,0.595244155477314,0.566388866398809,NA,NA,NA,0.545655498846606,0.119272554069162,-0.138394717795222
"21",10038,NA,NA,-0.398697762768772,NA,NA,NA,NA,0.271668727914473,-0.0965533897542127,0.0587877862580731
"22",10039,-0.268095608263913,-0.2252643879027,-0.058604733138487,0.115704017621197,0.0539426669226768,0.349597955682835,0.393413708295273,0.29362019027402,0.347549994651577,0.229679289770929
"23",10040,0.281006601471673,0.293300104869853,0.425770187850101,0.419127389778476,0.614362852054251,0.556429750701516,0.402714994012482,0.416385776062603,-0.416141806569594,-0.0858127167143436
"24",10044,NA,NA,NA,NA,NA,NA,NA,0.772487276561933,NA,0.0324967857176337
"25",10045,NA,NA,-0.477709274703081,NA,NA,NA,NA,-0.335045301189695,NA,0.0324967857176337
"26",10046,0.503486015824897,0.447666596919415,-0.477709274703081,-0.375336139653334,0.407267688013143,NA,0.395074652173346,0.24809123130607,-0.370486318453111,0.255970290311369
"27",10047,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019351285447414
"28",10049,NA,NA,0.595244155477314,NA,NA,0.212567299302785,NA,0.374108885592362,0.210583530302128,0.19024278896027
"29",10051,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019351285447414
"30",10052,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019351285447414
"31",10055,0.165931042323454,0.139601866032627,-0.213192473879526,-0.124607293127369,0.0558566702871972,0.251141612760976,0.443242024637463,0.116382457148783,-0.279175342220145,0.150806288149611
"32",10056,0.217331458742992,0.152966930279343,0.320421505271023,0.394044391013474,0.443633751939031,0.237916133861025,0.0871356571786064,0.0529671214434226,0.0279615778361957,-0.177831218605881
"33",10058,NA,NA,NA,NA,NA,NA,NA,0.772487276561933,NA,0.019351285447414
"34",10059,NA,NA,0.595244155477314,NA,NA,NA,NA,-0.335045301189695,NA,0.019351285447414
"35",10061,-0.0296974082285189,NA,-0.446791726554873,0.566388866398809,NA,NA,NA,0.54077739610004,-0.0965533897542127,0.0982242870687322
"36",10062,NA,NA,NA,NA,NA,NA,NA,0.772487276561933,NA,0.0324967857176337
"37",10065,0.503486015824897,NA,0.595244155477314,0.566388866398809,NA,NA,NA,0.434272152800012,-0.233519854103662,-0.190976718876101
"38",10069,NA,NA,-0.0551694500109084,NA,NA,NA,NA,0.772487276561933,NA,0.137660787879391
"39",10073,NA,NA,-0.434195688420418,NA,NA,NA,NA,0.772487276561933,NA,0.124515287609172
