"","Provider.ID","MORT_30_AMI_denominator","MORT_30_CABG_denominator","MORT_30_COPD_denominator","MORT_30_HF_denominator","MORT_30_PN_denominator","MORT_30_STK_denominator","MORT_30_AMI_score","MORT_30_CABG_score","MORT_30_COPD_score","MORT_30_HF_score","MORT_30_PN_score","MORT_30_STK_score","PSI_4_SURG_COMP_denominator","PSI_4_SURG_COMP_score"
"4048",450222,33,201,248,42,77,50,1221,2650,2058,1954,2066,914,1417,1823
"4049",450229,50,115,251,16,80,57,1906,130,1578,1846,2254,1228,760,383
"4050",450231,38,191,234,16,53,79,2106,405,2116,2396,262,1895,3649,567
"4051",450235,NA,NA,229,24,66,NA,NA,NA,1640,1670,39,NA,NA,NA
"4052",450236,67,NA,229,24,89,74,2606,NA,462,630,1657,2594,NA,NA
"4053",450237,45,191,244,256,79,60,1998,640,2003,2239,72,810,2023,1666
"4054",450241,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,1431,NA,NA,NA
"4055",450243,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,1347,NA,NA,NA
"4056",450253,NA,NA,239,NA,66,NA,NA,NA,1796,NA,1478,NA,NA,NA
"4057",450271,70,199,235,22,52,72,591,2088,728,548,1461,52,5644,1625
"4058",450272,52,NA,244,22,58,40,1514,NA,108,930,834,2275,NA,NA
"4059",450280,39,190,251,36,79,44,1017,1796,1798,1811,2192,1063,5703,600
"4060",450289,43,NA,228,18,68,49,2275,NA,2418,14,2275,2154,6941,821
"4061",450292,NA,NA,17,25,73,54,NA,NA,431,256,993,1640,NA,NA
"4062",450293,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,1640,NA,NA,NA
"4063",450299,53,199,235,37,78,61,2288,1934,413,664,614,2464,NA,NA
"4064",450306,NA,NA,247,NA,77,NA,NA,NA,2063,NA,1514,NA,NA,NA
"4065",450324,45,116,238,36,99,49,1567,885,2126,1840,2367,1319,1403,1360
"4066",450330,42,NA,229,21,54,50,2387,NA,2529,575,1203,2288,4143,956
"4067",450340,59,NA,251,27,72,29,39,NA,506,885,1233,2464,3044,1885
"4068",450346,51,200,240,44,92,56,1128,119,1916,1720,2205,1380,6678,1228
"4069",450347,63,NA,237,61,67,77,1743,NA,728,557,1216,2355,NA,NA
"4070",450348,NA,NA,NA,31,40,NA,NA,NA,NA,1514,498,NA,NA,NA
"4071",450351,40,NA,250,45,68,58,1547,NA,2690,87,905,2105,NA,NA
"4072",450352,54,NA,238,22,61,51,2131,NA,1258,1209,2145,338,NA,NA
"4073",450358,41,107,217,250,21,10,1837,1732,1698,56,307,2315,4977,503
"4074",450369,NA,NA,234,41,81,NA,NA,NA,1547,1215,2665,NA,NA,NA
"4075",450370,NA,NA,255,31,61,NA,NA,NA,2432,498,930,NA,NA,NA
"4076",450372,38,NA,232,35,72,61,1640,NA,949,1063,1599,2246,NA,NA
"4077",450379,NA,NA,231,16,35,NA,NA,NA,1347,2594,826,NA,3044,839
"4078",450388,64,210,238,18,51,50,281,2032,98,821,906,69,5677,1583
"4079",450389,40,NA,238,48,84,38,2529,NA,1563,1118,2375,423,NA,NA
"4080",450395,NA,NA,230,14,60,53,NA,NA,847,52,1095,1640,NA,NA
"4081",450399,NA,NA,241,38,73,NA,NA,NA,2176,1905,2355,NA,NA,NA
"4082",450400,NA,NA,242,36,67,NA,NA,NA,2105,2176,498,NA,NA,NA
"4083",450403,62,196,234,24,45,61,530,1301,1348,1286,1815,640,6060,1928
"4084",450411,NA,NA,226,27,78,NA,NA,NA,1,2305,2727,NA,NA,NA
"4085",450419,NA,NA,249,24,57,NA,NA,NA,87,2606,652,NA,NA,NA
"4086",450422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4087",450424,59,112,253,32,89,50,909,2105,1797,1617,2006,1060,6977,1640
"4088",450431,31,111,232,19,62,48,1616,1376,1676,2541,2468,2262,2048,2101
"4089",450447,57,NA,254,12,100,61,1347,NA,462,792,1242,2176,NA,NA
"4090",450451,NA,NA,235,15,35,56,NA,NA,2555,1824,557,1347,NA,NA
"4091",450460,NA,NA,236,42,54,NA,NA,NA,2481,2105,2749,NA,NA,NA
"4092",450462,53,208,246,41,61,18,1693,488,1392,2399,2566,1894,1512,1303
"4093",450465,56,NA,246,32,72,55,2355,NA,14,288,365,1301,NA,NA
"4094",450469,36,194,249,252,63,68,423,2275,1187,1460,2012,498,4925,992
"4095",450475,NA,NA,230,20,42,NA,NA,NA,63,2650,480,NA,NA,NA
"4096",450484,53,190,216,39,83,47,506,2209,834,955,1371,2701,5945,812
"4097",450488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4098",450489,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,2046,NA,NA,NA
"4099",450498,NA,NA,247,16,58,NA,NA,NA,2305,1347,2340,NA,NA,NA
"4100",450508,65,NA,241,36,61,74,2324,NA,930,857,1526,205,3713,2177
"4101",450518,76,191,257,43,69,44,2665,2105,1184,1277,1571,205,3894,1248
"4102",450537,31,190,230,37,39,44,480,1301,834,703,1611,99,4143,1263
"4103",450539,NA,NA,247,29,69,56,NA,NA,2650,1824,683,1215,NA,NA
"4104",450558,64,110,257,59,124,40,744,2738,598,894,1366,2678,6162,1363
"4105",450563,60,113,234,43,66,29,652,2131,1174,1221,1930,909,5644,881
"4106",450565,NA,NA,248,58,87,NA,NA,NA,582,2749,506,NA,NA,NA
"4107",450571,38,190,241,36,35,64,1269,245,1139,1710,2490,1421,202,1882
"4108",450573,NA,NA,231,55,57,59,NA,NA,99,2623,775,1215,NA,NA
"4109",450578,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,1854,NA,NA,NA
"4110",450580,NA,NA,237,60,70,67,NA,NA,235,225,63,1391,NA,NA
"4111",450584,NA,NA,NA,34,102,NA,NA,NA,NA,1112,141,NA,NA,NA
"4112",450586,NA,NA,231,31,48,NA,NA,NA,1301,1577,108,NA,NA,NA
"4113",450587,NA,NA,258,30,152,85,NA,NA,988,267,1889,63,3142,1302
"4114",450596,60,NA,247,36,119,54,2229,NA,471,328,1345,1769,NA,NA
"4115",450597,NA,NA,236,44,86,NA,NA,NA,1743,498,717,NA,NA,NA
"4116",450604,NA,NA,232,38,40,50,NA,NA,2529,622,1075,2288,NA,NA
"4117",450605,NA,NA,241,14,59,NA,NA,NA,299,2131,566,NA,NA,NA
"4118",450610,61,191,230,251,34,30,1179,2568,1562,2158,2744,1811,98,486
"4119",450617,28,199,225,10,35,19,1978,2749,2412,2579,122,1657,1718,1678
"4120",450620,NA,NA,NA,26,54,NA,NA,NA,NA,1215,2582,NA,NA,NA
"4121",450634,29,112,229,254,63,38,930,99,1385,1103,2064,365,173,1235
"4122",450638,69,200,230,26,38,62,557,1704,1225,1392,1388,622,5945,1161
"4123",450639,61,196,233,37,84,41,548,1984,1192,1693,2054,575,6060,1181
"4124",450641,NA,NA,245,32,79,NA,NA,NA,1257,1743,2529,NA,NA,NA
"4125",450643,55,NA,228,27,57,43,2370,NA,1036,1313,1858,141,4776,1808
"4126",450644,34,189,232,38,39,52,288,1959,717,1017,1585,205,173,1834
"4127",450647,45,110,236,19,61,64,640,2450,1118,1880,1930,1322,1626,1980
"4128",450651,50,197,239,27,64,128,930,2418,1053,1479,2136,2157,1436,1596
"4129",450653,57,NA,14,39,122,NA,1670,NA,840,267,318,NA,NA,NA
"4130",450654,54,NA,234,38,61,NA,2515,NA,1547,1547,1661,NA,NA,NA
"4131",450656,71,NA,254,50,88,54,2275,NA,512,196,980,2727,3239,1701
"4132",450658,NA,NA,237,29,50,NA,NA,NA,2027,1905,348,NA,NA,NA
"4133",450659,54,NA,227,18,22,41,1431,NA,2497,450,652,1391,NA,NA
"4134",450661,36,113,237,29,99,56,678,1670,683,385,690,1882,NA,NA
"4135",450662,40,113,231,257,34,30,1053,1514,995,1395,1988,164,4229,1085
"4136",450668,59,189,240,27,74,71,598,1984,1192,1075,1724,787,5760,2066
"4137",450669,42,195,244,16,67,80,256,1610,669,683,1313,2582,3342,1690
"4138",450670,49,211,225,24,41,39,710,1854,1591,1903,2292,606,6060,1165
"4139",450672,38,200,251,12,62,74,1198,480,1025,1313,1523,1744,357,2054
"4140",450674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4141",450675,53,195,226,33,75,51,678,1796,1099,1529,2003,1025,6430,1584
"4142",450677,32,113,254,256,58,40,840,2027,1269,1697,1778,2404,7182,619
"4143",450678,47,NA,237,24,64,51,225,NA,857,1093,1506,214,3796,1574
"4144",450684,67,NA,220,8,49,43,703,NA,1404,1748,1571,703,4776,1215
"4145",450686,117,210,256,37,67,117,857,52,1209,1063,2106,1128,98,1822
"4146",450688,71,NA,230,17,105,76,2606,NA,186,130,357,1854,NA,NA
"4147",450690,42,NA,235,20,59,NA,1431,NA,318,288,1174,NA,NA,NA
"4148",450694,NA,NA,246,24,119,NA,NA,NA,1391,1478,2481,NA,NA,NA
"4149",450697,50,NA,239,34,58,78,450,NA,119,395,548,1905,3796,1167
"4150",450698,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,1743,NA,NA,NA
"4151",450702,22,113,231,7,54,42,787,2606,1400,1233,1479,235,6113,490
"4152",450709,50,NA,225,20,52,57,357,NA,413,530,1302,1301,3894,1084
"4153",450711,43,190,216,256,24,33,630,2259,1649,2051,2250,471,6219,1283
"4154",450713,58,112,230,25,78,46,1460,328,1865,2256,2473,357,297,1225
"4155",450716,28,NA,231,29,57,59,2568,NA,2555,2606,865,2194,NA,NA
"4156",450718,66,197,235,10,51,45,395,1640,697,1045,1567,423,4066,633
"4157",450723,71,194,240,17,97,55,1168,1547,1873,1883,1942,1145,6430,2129
"4158",450730,56,NA,229,35,77,67,2678,NA,678,385,1213,1391,4550,592
"4159",450742,74,199,15,43,128,71,186,1112,1045,357,1404,385,2945,1812
"4160",450743,49,115,230,16,36,76,235,2209,1319,958,1932,488,6060,1485
"4161",450746,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,1514,NA,NA,NA
"4162",450747,48,NA,255,37,42,53,2543,NA,737,759,1583,2131,3796,647
"4163",450749,NA,NA,245,16,59,NA,NA,NA,1984,2176,2450,NA,NA,NA
"4164",450754,NA,NA,233,36,41,NA,NA,NA,2568,308,995,NA,NA,NA
"4165",450755,NA,NA,238,48,42,NA,NA,NA,1959,1610,2404,NA,NA,NA
"4166",450766,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,606,132,1278
"4167",450771,62,207,237,38,71,72,308,1959,930,877,1611,413,5945,872
"4168",450774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4169",450775,52,190,222,35,44,44,980,2105,1978,2108,2098,1145,6060,1089
"4170",450779,44,NA,232,27,53,33,63,NA,1424,1421,1899,2714,3981,1277
"4171",450780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4172",450788,61,196,241,33,65,51,1174,153,1093,1800,2078,862,7295,1602
"4173",450797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4174",450801,41,201,234,11,58,51,1693,498,2147,2354,82,1665,1075,1824
"4175",450803,NA,NA,239,22,55,NA,NA,NA,1391,1905,1704,NA,NA,NA
"4176",450804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4177",450808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4178",450809,59,116,241,19,74,40,413,2387,1371,1416,2126,267,6535,1861
"4179",450820,32,192,231,10,42,39,1005,2387,1578,1903,2596,1240,615,1790
"4180",450822,65,NA,230,16,67,NA,2027,NA,1984,2594,2582,NA,NA,NA
"4181",450825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4182",450827,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,1905,NA,NA,NA
"4183",450828,30,NA,241,19,64,NA,1743,NA,2650,288,810,NA,NA,NA
"4184",450831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4185",450833,NA,NA,236,19,56,NA,NA,NA,2275,2568,1095,NA,NA,NA
"4186",450834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4187",450840,NA,NA,232,47,74,NA,NA,NA,2259,2623,521,NA,NA,NA
"4188",450844,24,217,234,16,45,34,1277,1514,1005,1559,2170,955,6587,493
"4189",450845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4190",450847,57,NA,230,20,64,49,2387,NA,909,865,2080,413,4229,1131
"4191",450848,56,NA,236,22,45,45,1640,NA,2701,39,717,2209,NA,NA
"4192",450851,39,NA,NA,41,NA,NA,1012,NA,NA,205,NA,NA,5593,1693
"4193",450853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4194",450855,38,116,225,8,43,45,99,2665,277,557,1697,1431,3437,1815
"4195",450856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4196",450860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4197",450862,57,197,231,35,54,44,395,2636,1313,1705,1969,958,7099,1196
"4198",450864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4199",450865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4200",450867,NA,NA,237,15,31,37,NA,NA,2727,75,810,2063,NA,NA
"4201",450869,50,111,236,17,43,38,1156,1295,1591,2042,2180,1225,1100,1182
"4202",450871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4203",450872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4204",450874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4205",450875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4206",450876,37,195,246,11,72,39,1107,557,2481,1883,130,1167,5071,519
"4207",450877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4208",450880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4209",450883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4210",450885,37,NA,238,13,78,62,2606,NA,2229,2636,582,1934,3342,890
"4211",450888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4212",450889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4213",450890,NA,NA,226,31,52,31,NA,NA,737,914,2056,792,6373,1386
"4214",450891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4215",450893,NA,199,NA,NA,NA,NA,NA,1670,NA,NA,NA,NA,NA,NA
"4216",450894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4217",451300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4218",451301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4219",451303,NA,NA,244,NA,51,NA,NA,NA,1431,NA,2355,NA,NA,NA
"4220",451304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4221",451305,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,1854,NA,NA,NA
"4222",451306,NA,NA,239,NA,53,NA,NA,NA,1577,NA,1670,NA,NA,NA
"4223",451307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4224",451308,NA,NA,244,42,51,NA,NA,NA,1215,1640,1854,NA,NA,NA
"4225",451309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4226",451310,NA,NA,NA,18,70,NA,NA,NA,NA,1112,1769,NA,NA,NA
"4227",451311,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,1577,NA,NA,NA
"4228",451312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4229",451313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4230",451314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4231",451315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4232",451316,NA,NA,244,NA,77,NA,NA,NA,1347,NA,1984,NA,NA,NA
"4233",451317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4234",451318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4235",451319,NA,NA,253,45,57,NA,NA,NA,2701,2594,299,NA,NA,NA
"4236",451320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4237",451322,NA,NA,248,NA,81,NA,NA,NA,1257,NA,1640,NA,NA,NA
"4238",451323,NA,NA,230,21,41,NA,NA,NA,2450,2209,2714,NA,NA,NA
"4239",451324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4240",451325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4241",451326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4242",451328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4243",451329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4244",451330,NA,NA,234,15,91,NA,NA,NA,1743,1112,2370,NA,NA,NA
"4245",451331,NA,NA,NA,24,57,NA,NA,NA,NA,1301,1824,NA,NA,NA
"4246",451332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4247",451333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4248",451334,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,1301,NA,NA,NA
"4249",451335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4250",451337,NA,NA,236,23,45,NA,NA,NA,1391,1431,2650,NA,NA,NA
"4251",451338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4252",451339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4253",451340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4254",451341,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,1743,NA,NA,NA
"4255",451342,NA,NA,234,34,79,NA,NA,NA,1301,1743,27,NA,NA,NA
"4256",451343,NA,NA,229,NA,59,NA,NA,NA,1769,NA,2606,NA,NA,NA
"4257",451344,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,1769,NA,NA,NA
"4258",451345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4259",451346,NA,NA,231,21,84,NA,NA,NA,1796,2543,196,NA,NA,NA
"4260",451347,NA,NA,248,56,90,NA,NA,NA,1854,1934,374,NA,NA,NA
"4261",451348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4262",451349,NA,NA,240,28,66,NA,NA,NA,2088,1547,2007,NA,NA,NA
"4263",451350,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,1347,NA,NA,NA
"4264",451351,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,1257,NA,NA,NA
"4265",451352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4266",451353,NA,NA,NA,50,NA,NA,NA,NA,NA,1257,NA,NA,NA,NA
"4267",451354,NA,NA,244,NA,55,NA,NA,NA,1743,NA,2324,NA,NA,NA
"4268",451355,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,1743,NA,NA,NA
"4269",451356,NA,NA,235,20,64,NA,NA,NA,2650,2259,506,NA,NA,NA
"4270",451357,NA,NA,236,NA,63,NA,NA,NA,1347,NA,2229,NA,NA,NA
"4271",451358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4272",451359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4273",451360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4274",451361,NA,NA,238,NA,98,NA,NA,NA,2027,NA,87,NA,NA,NA
"4275",451362,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,2229,NA,NA,NA
"4276",451363,NA,NA,241,NA,NA,NA,NA,NA,1112,NA,NA,NA,NA,NA
"4277",451364,NA,NA,233,NA,64,NA,NA,NA,1640,NA,2088,NA,NA,NA
"4278",451365,NA,NA,247,38,78,NA,NA,NA,652,2046,566,NA,NA,NA
"4279",451366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4280",451367,NA,NA,239,257,57,NA,NA,NA,2450,2432,431,NA,NA,NA
"4281",451369,NA,NA,243,33,71,NA,NA,NA,1959,1824,2105,NA,NA,NA
"4282",451370,NA,NA,238,67,86,NA,NA,NA,2582,2623,566,NA,NA,NA
"4283",451371,NA,NA,228,15,58,NA,NA,NA,2450,1796,164,NA,NA,NA
"4284",451372,NA,NA,NA,32,75,NA,NA,NA,NA,1640,2450,NA,NA,NA
"4285",451373,NA,NA,244,26,75,NA,NA,NA,1934,1796,1796,NA,NA,NA
"4286",451374,NA,NA,234,21,54,NA,NA,NA,1431,1514,2464,NA,NA,NA
"4287",451375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4288",451376,NA,NA,231,18,50,NA,NA,NA,1704,2246,640,NA,NA,NA
"4289",451377,NA,NA,239,27,81,NA,NA,NA,1769,1215,87,NA,NA,NA
"4290",451378,NA,NA,237,19,52,NA,NA,NA,1547,1215,2432,NA,NA,NA
"4291",451379,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,2568,NA,NA,NA
"4292",451380,NA,NA,256,50,65,NA,NA,NA,52,2650,75,NA,NA,NA
"4293",451381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4294",451382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4295",451384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4296",451385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4297",453300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4298",453301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4299",453302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4300",453304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4301",453306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4302",453308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4303",453309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4304",453310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4305",453311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4306",453312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4307",453313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4308",453314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4309",453315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4310",453316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4311",460001,27,199,16,46,77,103,1448,63,2481,1075,1644,1151,1969,1821
"4312",460003,41,112,240,9,66,NA,1796,1577,1391,2131,2515,NA,4996,333
"4313",460004,51,194,250,27,78,64,646,164,141,1124,1776,975,1187,561
"4314",460005,44,192,242,36,91,43,2305,1347,2324,176,918,2543,4852,811
"4315",460006,NA,NA,233,35,52,NA,NA,NA,1514,2246,530,NA,3981,1378
"4316",460007,NA,NA,247,20,77,74,NA,NA,1391,2105,566,1670,NA,NA
"4317",460009,40,110,244,22,58,68,857,2749,2305,1179,865,1409,2736,951
"4318",460010,48,193,234,37,77,95,1641,39,413,1998,1846,1667,3111,799
"4319",460011,NA,NA,235,41,57,63,NA,NA,2194,1959,723,1391,NA,NA
"4320",460013,47,NA,239,28,71,59,1478,NA,1257,1905,130,1301,NA,NA
"4321",460014,NA,NA,7,55,91,NA,NA,NA,2088,2027,539,NA,NA,NA
"4322",460015,37,NA,247,30,64,52,1984,NA,1257,2418,640,1905,NA,NA
"4323",460017,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,2063,NA,NA,NA
"4324",460019,NA,NA,253,39,84,NA,NA,NA,1640,1514,2370,NA,NA,NA
"4325",460021,50,196,10,68,72,74,1644,909,894,1633,2548,1559,2381,1347
"4326",460023,NA,NA,NA,36,50,NA,NA,NA,NA,2131,471,NA,NA,NA
"4327",460026,NA,NA,NA,34,76,NA,NA,NA,NA,1112,2594,NA,NA,NA
"4328",460030,NA,NA,242,26,93,NA,NA,NA,1704,1577,2690,NA,NA,NA
"4329",460033,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,1796,NA,NA,NA
"4330",460035,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,2324,NA,NA,NA
"4331",460039,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,1215,NA,NA,NA
"4332",460041,58,NA,14,61,81,38,2259,NA,2340,357,980,2246,3624,2109
"4333",460042,30,NA,245,49,69,46,1984,NA,1167,2665,787,2529,3239,1252
"4334",460043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4335",460044,NA,NA,243,37,54,NA,NA,NA,1478,1854,99,NA,NA,NA
"4336",460047,44,200,233,28,77,51,357,2650,288,1334,2116,598,357,603
"4337",460049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4338",460051,51,NA,230,34,61,70,2636,NA,365,99,1192,2555,3624,1697
"4339",460052,34,NA,NA,33,64,47,1577,NA,NA,1347,2387,1167,NA,NA
"4340",460054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4341",460057,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,1704,NA,NA,NA
"4342",460058,NA,NA,NA,40,48,NA,NA,NA,NA,1610,2568,NA,NA,NA
"4343",460060,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,1347,NA,NA,NA
"4344",461300,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,1215,NA,NA,NA
"4345",461301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4346",461302,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,1577,NA,NA,NA
"4347",461303,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,1640,NA,NA,NA
"4348",461304,NA,NA,NA,20,51,NA,NA,NA,NA,1112,431,NA,NA,NA
"4349",461305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4350",461306,NA,NA,NA,31,42,NA,NA,NA,NA,1431,63,NA,NA,NA
"4351",461307,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,1514,NA,NA,NA
"4352",461308,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,1743,NA,NA,NA
