"","Provider.ID","MORT_30_AMI_denominator","MORT_30_CABG_denominator","MORT_30_COPD_denominator","MORT_30_HF_denominator","MORT_30_PN_denominator","MORT_30_STK_denominator","MORT_30_AMI_score","MORT_30_CABG_score","MORT_30_COPD_score","MORT_30_HF_score","MORT_30_PN_score","MORT_30_STK_score","PSI_4_SURG_COMP_denominator","PSI_4_SURG_COMP_score"
"1152",140068,52,NA,252,21,69,NA,1301,NA,2515,2555,256,NA,NA,NA
"1153",140077,NA,NA,243,28,68,NA,NA,NA,1215,1514,1640,NA,NA,NA
"1154",140080,30,191,225,14,77,48,512,1167,669,1306,2032,214,5760,896
"1155",140082,31,NA,239,13,31,39,256,NA,374,640,1066,1882,6162,919
"1156",140083,NA,NA,235,17,38,NA,NA,NA,2305,1959,2450,NA,NA,NA
"1157",140084,59,199,230,13,75,63,521,2259,1770,1909,2089,857,4852,1708
"1158",140088,50,6,217,14,88,24,498,14,865,1840,1334,1128,3625,1771
"1159",140089,51,NA,257,26,122,60,1167,NA,395,318,1134,1640,NA,NA
"1160",140091,47,206,245,32,62,64,1616,669,1221,2158,1978,1661,2076,1470
"1161",140093,49,NA,227,33,88,69,153,NA,1728,1404,1972,256,NA,NA
"1162",140095,39,NA,231,14,56,NA,1640,NA,2606,2464,235,NA,NA,NA
"1163",140100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164",140101,54,NA,239,32,100,43,63,NA,1209,1118,1840,52,3437,800
"1165",140103,47,NA,250,12,80,NA,1167,NA,14,787,87,NA,NA,NA
"1166",140110,55,NA,257,33,92,79,1215,NA,750,710,1366,2131,NA,NA
"1167",140113,35,193,243,54,118,47,658,2088,1103,1283,1411,591,3539,1171
"1168",140114,31,110,220,258,46,41,1385,2515,1674,1954,2416,1251,6977,1267
"1169",140115,NA,NA,230,20,50,NA,NA,NA,2678,2209,205,NA,2837,1312
"1170",140116,40,189,225,13,52,53,1571,205,1885,1940,2240,930,7435,3021
"1171",140117,39,112,220,20,53,60,2344,348,1585,32,2625,2054,922,777
"1172",140118,56,189,231,247,69,32,471,1431,1174,1646,1306,871,5644,1661
"1173",140119,26,116,226,246,21,53,431,2450,646,1969,1435,1562,3081,642
"1174",140120,53,NA,233,42,63,39,2606,NA,988,1017,1720,1934,NA,NA
"1175",140122,30,206,240,12,41,57,153,1610,1045,1732,2383,909,1,3026
"1176",140124,41,NA,229,9,56,32,1670,NA,267,480,2450,2568,3713,1174
"1177",140125,56,NA,244,34,67,78,374,NA,548,566,871,2305,NA,NA
"1178",140127,47,192,241,72,67,72,669,1391,1118,1506,1616,512,4624,1722
"1179",140130,41,NA,234,247,64,39,2543,NA,640,1025,1797,348,3796,1332
"1180",140133,52,NA,239,8,49,32,357,NA,1247,1338,955,905,3239,1335
"1181",140135,58,211,18,9,63,58,717,1882,1759,1855,2410,1529,760,871
"1182",140137,NA,NA,233,27,67,NA,NA,NA,1610,2370,582,NA,NA,NA
"1183",140143,NA,NA,237,42,83,51,NA,NA,498,498,1313,2063,NA,NA
"1184",140145,NA,NA,247,17,52,NA,NA,NA,2046,2568,164,NA,NA,NA
"1185",140147,47,NA,230,34,87,57,1478,NA,328,488,1448,1704,NA,NA
"1186",140148,48,189,10,57,79,63,2318,1032,2179,2471,149,2354,3488,1857
"1187",140150,52,NA,241,11,41,34,2418,NA,2387,697,498,153,1158,741
"1188",140155,45,NA,230,15,50,61,2418,NA,988,925,1762,75,3981,937
"1189",140158,44,199,216,246,88,31,862,1167,1421,1942,1766,1099,6162,602
"1190",140160,66,NA,223,33,90,42,2355,NA,816,1233,1968,176,2837,1768
"1191",140161,NA,NA,237,35,87,NA,NA,NA,2515,2727,450,NA,NA,NA
"1192",140162,45,112,235,57,92,65,900,2063,894,1251,1623,949,4852,1325
"1193",140164,42,189,10,257,71,77,1680,678,1238,1345,1819,820,1474,576
"1194",140166,52,NA,226,20,77,39,1198,NA,1302,1817,1909,99,6113,1655
"1195",140167,46,NA,245,38,77,54,2246,NA,153,1743,548,1301,NA,NA
"1196",140172,52,190,245,7,60,57,1641,2305,2052,2417,2226,1435,325,515
"1197",140174,52,197,247,20,87,65,431,214,909,1005,1763,2665,7022,1176
"1198",140176,44,NA,256,36,44,40,2497,NA,1103,1032,1448,548,4229,762
"1199",140177,NA,NA,243,21,47,56,NA,NA,2324,2665,2370,1215,NA,NA
"1200",140179,49,NA,228,20,80,19,521,NA,1833,2264,2369,1380,6060,1004
"1201",140180,37,114,229,258,60,32,405,1257,1376,678,1711,566,6002,550
"1202",140181,42,NA,241,19,66,NA,1824,NA,338,256,348,NA,NA,NA
"1203",140182,50,190,245,17,123,78,52,1854,506,847,1277,39,5881,2025
"1204",140184,45,NA,225,36,84,59,176,NA,775,521,1395,2063,5345,1113
"1205",140185,36,116,225,253,90,29,1594,27,2085,2399,156,1012,357,318
"1206",140186,45,192,220,14,48,56,862,205,1676,2008,2357,1139,6587,528
"1207",140187,30,115,237,42,102,50,1225,75,614,1564,1782,775,5945,764
"1208",140189,55,NA,226,33,64,62,521,NA,1744,1817,2095,2760,4229,1916
"1209",140191,39,200,235,250,42,37,1313,1478,1633,2270,1942,1118,6430,881
"1210",140197,NA,NA,233,27,33,NA,NA,NA,1854,1905,141,NA,NA,NA
"1211",140200,48,190,218,258,74,37,1095,87,2189,2593,230,1589,997,1715
"1212",140202,41,188,219,17,62,30,1935,413,2152,2354,80,1644,1,1124
"1213",140206,49,NA,240,26,50,NA,1670,NA,119,2305,153,NA,2724,1806
"1214",140208,38,108,232,257,45,31,2124,1302,2486,210,2699,2177,3558,1687
"1215",140209,50,208,241,39,69,56,1053,2529,1473,1773,2306,967,5945,1548
"1216",140210,NA,NA,233,37,78,79,NA,NA,245,365,1600,1257,NA,NA
"1217",140211,39,NA,232,30,57,24,87,NA,1187,1840,2377,834,5593,762
"1218",140213,29,NA,236,254,58,39,1657,NA,2284,2653,2666,1972,202,533
"1219",140217,61,189,237,17,74,75,164,1478,816,1093,1825,431,6060,1876
"1220",140223,37,200,226,27,57,72,1316,2665,2163,2718,110,2124,2113,538
"1221",140224,32,193,226,258,52,39,431,1743,683,1623,1559,225,5760,1660
"1222",140228,29,197,236,25,70,33,1021,1,1633,2114,2419,1053,6719,1138
"1223",140231,18,114,224,252,57,52,1290,450,2124,2526,243,1797,2923,555
"1224",140233,33,112,251,60,87,67,1213,431,1770,2167,2548,1316,503,636
"1225",140234,54,NA,241,37,94,75,1514,NA,766,967,1151,2515,NA,NA
"1226",140239,60,203,232,35,97,87,962,2027,1599,1889,2343,1187,235,1088
"1227",140240,49,NA,234,23,48,35,2154,NA,63,462,640,2665,4143,954
"1228",140242,55,116,227,25,78,48,885,498,2059,2558,2592,2124,1751,826
"1229",140250,48,NA,243,253,77,47,894,NA,1611,1623,2002,787,5760,994
"1230",140251,40,NA,224,248,62,55,1053,NA,1416,1674,2002,1017,5703,1158
"1231",140252,53,190,248,38,87,71,1800,395,2442,2379,564,2152,1626,3028
"1232",140258,35,189,215,258,35,39,1145,308,2476,2506,126,1755,2237,3041
"1233",140275,46,NA,245,49,70,52,423,NA,820,1048,1515,1670,NA,NA
"1234",140276,40,111,230,8,70,56,852,766,810,1999,1837,1240,3955,1875
"1235",140280,32,199,238,35,125,54,2039,606,1651,2147,2625,1487,173,647
"1236",140281,258,115,216,225,29,253,852,288,1409,2662,2607,1846,5184,1295
"1237",140286,43,NA,244,31,68,66,39,NA,1269,1118,1982,2288,5881,1154
"1238",140288,51,112,231,21,61,54,1240,462,2055,2268,2668,1526,2048,553
"1239",140289,78,NA,236,42,81,44,703,NA,949,1724,1798,413,3539,1177
"1240",140290,36,NA,219,254,50,34,918,NA,2029,1993,2620,1086,778,632
"1241",140291,30,191,226,21,66,45,1298,299,1526,2039,2258,1000,5945,1850
"1242",140292,41,NA,246,20,54,60,1854,NA,2529,225,566,1796,NA,NA
"1243",140294,NA,NA,246,26,70,74,NA,NA,2623,2340,759,1391,NA,NA
"1244",140300,NA,NA,235,23,NA,NA,NA,NA,1112,1257,NA,NA,NA,NA
"1245",140304,51,NA,242,15,72,56,2370,NA,640,891,1277,2324,3713,1007
"1246",141300,NA,NA,246,NA,80,NA,NA,NA,2046,NA,2464,NA,NA,NA
"1247",141301,NA,NA,241,24,68,NA,NA,NA,1577,1431,2594,NA,NA,NA
"1248",141302,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,1112,NA,NA,NA
"1249",141303,NA,NA,244,27,56,NA,NA,NA,1301,1478,2340,NA,NA,NA
"1250",141304,NA,NA,NA,60,90,NA,NA,NA,NA,1112,2305,NA,NA,NA
"1251",141305,NA,NA,237,33,60,NA,NA,NA,1959,1905,2678,NA,NA,NA
"1252",141306,NA,NA,242,NA,97,NA,NA,NA,1167,NA,2209,NA,NA,NA
"1253",141307,NA,NA,231,24,83,NA,NA,NA,1796,1257,2623,NA,NA,NA
"1254",141308,NA,NA,241,NA,84,NA,NA,NA,1112,NA,1391,NA,NA,NA
"1255",141309,NA,NA,236,14,60,NA,NA,NA,1257,1704,2275,NA,NA,NA
"1256",141310,NA,NA,246,17,77,NA,NA,NA,2194,2568,205,NA,NA,NA
"1257",141311,51,NA,241,38,83,58,1640,NA,176,2387,909,1934,NA,NA
"1258",141312,NA,NA,237,27,35,NA,NA,NA,2275,1854,267,NA,NA,NA
"1259",141313,NA,NA,239,41,66,NA,NA,NA,1347,1547,2464,NA,NA,NA
"1260",141315,NA,NA,237,17,76,NA,NA,NA,1882,1704,267,NA,NA,NA
"1261",141316,NA,NA,231,38,67,NA,NA,NA,2046,1704,2194,NA,NA,NA
"1262",141317,NA,NA,235,19,62,NA,NA,NA,1796,1347,2529,NA,NA,NA
"1263",141318,NA,NA,236,24,70,NA,NA,NA,1704,1984,2340,NA,NA,NA
"1264",141319,NA,NA,237,45,95,NA,NA,NA,1882,2324,521,NA,NA,NA
"1265",141320,NA,NA,249,26,66,NA,NA,NA,1670,2131,27,NA,NA,NA
"1266",141321,NA,NA,240,33,73,NA,NA,NA,1743,1167,245,NA,NA,NA
"1267",141322,NA,NA,243,35,98,69,NA,NA,205,2450,810,1905,NA,NA
"1268",141323,NA,NA,229,12,63,NA,NA,NA,348,2387,737,NA,NA,NA
"1269",141324,NA,NA,237,50,121,NA,NA,NA,2450,2131,308,NA,NA,NA
"1270",141325,NA,NA,231,31,72,NA,NA,NA,2229,2370,153,NA,NA,NA
"1271",141326,NA,NA,245,59,66,NA,NA,NA,413,2701,108,NA,NA,NA
"1272",141327,NA,NA,234,51,78,49,NA,NA,2246,2288,728,1112,NA,NA
"1273",141328,NA,NA,234,24,65,NA,NA,NA,2324,2063,130,NA,NA,NA
"1274",141329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275",141330,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,2007,NA,NA,NA
"1276",141331,NA,NA,244,52,86,NA,NA,NA,1769,1670,2387,NA,NA,NA
"1277",141332,NA,NA,239,48,98,NA,NA,NA,1984,2387,614,NA,NA,NA
"1278",141333,NA,NA,246,44,94,NA,NA,NA,1112,1391,2515,NA,NA,NA
"1279",141334,NA,NA,242,20,61,NA,NA,NA,2481,1769,2727,NA,NA,NA
"1280",141335,NA,NA,237,21,48,NA,NA,NA,1610,1215,1824,NA,NA,NA
"1281",141336,NA,NA,243,30,64,NA,NA,NA,2305,2027,800,NA,NA,NA
"1282",141337,51,NA,253,64,65,73,1257,NA,2464,299,413,1743,NA,NA
"1283",141338,NA,NA,250,30,75,NA,NA,NA,2105,1959,2749,NA,NA,NA
"1284",141339,NA,NA,227,34,49,59,NA,NA,539,235,1468,1640,NA,NA
"1285",141340,NA,NA,7,35,61,NA,NA,NA,2275,2404,130,NA,NA,NA
"1286",141341,NA,NA,227,15,70,NA,NA,NA,2623,1577,2727,NA,NA,NA
"1287",141342,NA,NA,231,37,63,NA,NA,NA,2481,1478,256,NA,NA,NA
"1288",141343,NA,NA,231,45,93,66,NA,NA,2370,2665,256,1391,NA,NA
"1289",141344,NA,NA,231,35,51,54,NA,NA,1905,2404,205,1547,NA,NA
"1290",141345,NA,NA,238,20,69,NA,NA,NA,2665,1796,1,NA,NA,NA
"1291",141346,NA,NA,241,45,56,NA,NA,NA,2229,2450,744,NA,NA,NA
"1292",141347,NA,NA,244,37,88,NA,NA,NA,1905,2568,63,NA,NA,NA
"1293",141348,NA,NA,238,22,62,NA,NA,NA,2432,2259,697,NA,NA,NA
"1294",141349,NA,NA,240,42,130,NA,NA,NA,1984,1670,2714,NA,NA,NA
"1295",141350,NA,NA,256,40,103,60,NA,NA,39,2760,885,1514,NA,NA
"1296",141351,NA,NA,233,8,34,NA,NA,NA,2623,2678,759,NA,NA,NA
"1297",143300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298",143301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299",143302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300",150001,55,NA,245,32,104,54,1391,NA,374,308,1021,2305,NA,NA
"1301",150002,47,189,219,255,52,70,591,2154,2039,2412,2342,1316,802,376
"1302",150004,50,190,218,255,58,42,374,1301,1371,1620,1424,530,3713,1478
"1303",150005,44,NA,244,19,60,57,176,NA,1216,962,1649,288,3894,918
"1304",150006,63,201,251,50,86,133,488,2046,1366,1198,1376,669,4776,1651
"1305",150007,42,NA,252,30,97,47,2727,NA,1238,847,1620,153,5139,1348
"1306",150008,47,189,218,254,51,31,2259,1547,914,1099,1032,374,4143,1576
"1307",150009,46,NA,227,20,57,46,995,NA,1876,1870,2569,480,711,614
"1308",150010,54,NA,237,45,77,54,1854,NA,1045,1198,1657,598,4315,1364
"1309",150011,36,NA,223,11,67,69,27,NA,1487,1494,1649,2701,3044,1273
"1310",150012,73,192,241,40,81,72,1179,2246,1545,2090,2521,1409,6269,1562
"1311",150015,50,189,232,42,94,71,787,1478,1571,1487,1557,566,4550,1311
"1312",150017,33,188,22,65,76,55,1899,548,1819,2155,1876,1503,1403,1319
"1313",150018,63,109,238,46,55,63,1192,423,2056,2106,2199,980,648,1682
"1314",150021,65,188,246,35,80,57,1897,471,1972,2425,2559,2005,1692,1008
"1315",150022,NA,NA,226,38,67,50,NA,NA,225,413,780,1112,NA,NA
"1316",150023,22,189,252,32,70,53,2356,471,2540,2542,5,1487,1883,1390
"1317",150024,43,NA,229,24,54,34,652,NA,1040,826,962,176,5644,630
"1318",150026,50,NA,252,49,80,84,2623,NA,955,935,1616,196,4624,347
"1319",150030,55,NA,233,14,68,NA,1112,NA,646,462,1192,NA,NA,NA
"1320",150034,33,188,227,252,36,21,299,2246,2078,2260,2349,885,6373,1871
"1321",150035,43,194,216,28,64,65,1512,2568,2186,2127,2565,1362,33,746
"1322",150037,41,NA,12,35,126,65,1934,NA,598,256,1585,141,NA,NA
"1323",150042,38,NA,248,46,80,69,488,NA,1529,1654,2274,1192,4392,946
"1324",150044,31,113,231,23,76,75,1626,591,2252,2024,82,1498,2125,1152
"1325",150045,NA,NA,239,54,91,42,NA,NA,2555,2582,606,1431,NA,NA
"1326",150046,45,190,240,34,90,60,1251,2088,1585,1518,1198,2543,4471,769
"1327",150047,59,NA,235,15,79,73,2324,NA,2690,245,2555,1670,3342,1725
"1328",150048,29,189,232,34,50,62,1758,669,1909,2247,2675,1385,590,810
"1329",150051,19,190,19,35,78,45,1539,141,1461,1636,2371,1585,615,1220
"1330",150056,37,189,230,15,56,76,1737,759,2054,2319,2523,1793,6024,1727
"1331",150057,NA,NA,248,17,71,NA,NA,NA,130,2176,1048,NA,3624,951
"1332",150058,70,197,238,41,103,82,1209,2623,1492,2032,2292,1453,235,1788
"1333",150059,52,NA,243,64,73,54,2678,NA,506,566,1534,2678,3044,1803
"1334",150061,64,NA,240,24,54,65,1704,NA,498,2432,1021,2370,NA,NA
"1335",150064,53,NA,258,42,84,56,1347,NA,2650,2568,885,2007,NA,NA
"1336",150065,61,NA,232,40,92,77,1577,NA,1032,14,1000,2481,NA,NA
"1337",150069,40,NA,244,31,91,56,2027,NA,1633,885,1512,2131,NA,NA
"1338",150072,NA,NA,249,31,80,60,NA,NA,75,348,1242,2246,NA,NA
"1339",150074,60,190,242,39,85,81,810,1577,1716,1815,2019,909,6941,1942
"1340",150075,NA,NA,245,34,87,57,NA,NA,669,39,810,1577,NA,NA
"1341",150076,45,NA,239,23,74,60,2105,NA,2404,39,614,2046,NA,NA
"1342",150082,57,190,246,40,82,70,1771,1743,5,86,484,2406,2973,502
"1343",150084,56,113,18,34,78,33,1557,606,1900,2697,2414,2281,3171,807
"1344",150086,70,NA,242,12,68,38,99,NA,1313,766,1286,2738,3713,952
"1345",150088,58,NA,235,11,62,72,2194,NA,1225,1103,2186,703,4315,1348
"1346",150089,49,192,255,25,73,41,1878,2594,2272,2273,98,1802,1992,1792
"1347",150090,70,113,248,29,97,62,462,1854,1380,1697,1445,630,5204,899
"1348",150091,NA,NA,227,17,54,60,NA,NA,141,2678,614,1431,NA,NA
"1349",150097,47,NA,246,17,60,49,1577,NA,766,480,1174,2529,NA,NA
"1350",150100,50,116,223,27,65,75,1506,205,1667,2051,2297,1461,2138,2164
"1351",150101,NA,NA,238,31,117,NA,NA,NA,2288,1905,75,NA,NA,NA
"1352",150102,NA,NA,233,27,56,NA,NA,NA,2749,2340,119,NA,NA,NA
"1353",150104,41,NA,251,32,53,76,1854,NA,488,256,792,1431,NA,NA
"1354",150109,53,188,235,34,78,62,1192,2176,697,1404,1322,803,6902,1543
"1355",150112,50,188,238,25,64,51,1290,2154,1636,1728,2111,1099,6113,1330
"1356",150113,35,NA,225,12,59,62,2450,NA,1366,1240,2039,488,5475,1320
"1357",150115,32,NA,241,29,69,80,1247,NA,914,1362,1958,810,6859,303
"1358",150125,59,199,222,7,61,45,1441,703,2551,303,219,2032,1751,1024
"1359",150126,55,111,242,31,61,62,1099,2027,1932,2080,2276,1048,5539,1589
"1360",150128,73,NA,243,25,100,80,591,NA,1005,1611,1870,710,5881,497
"1361",150133,59,NA,239,28,121,51,1882,NA,852,521,1066,2305,NA,NA
"1362",150146,NA,NA,233,38,52,57,NA,NA,506,2582,787,1478,NA,NA
"1363",150149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1364",150150,NA,NA,245,35,61,NA,NA,NA,2497,2154,2305,NA,NA,NA
"1365",150153,35,112,253,35,NA,NA,2439,1909,1854,1773,NA,NA,3624,814
"1366",150157,NA,NA,244,42,54,41,NA,NA,2209,2131,245,1577,NA,NA
"1367",150158,41,NA,219,18,45,22,153,NA,1247,1416,1906,557,4066,879
"1368",150160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3044,1002
"1369",150161,47,NA,239,24,49,35,1769,NA,2555,2760,857,2105,4392,864
"1370",150162,28,110,236,14,86,35,1763,891,2256,2457,263,1917,2577,328
"1371",150165,NA,NA,232,31,65,NA,NA,NA,2450,2007,2088,NA,NA,NA
"1372",150166,NA,NA,232,40,67,NA,NA,NA,1347,1257,1577,NA,NA,NA
"1373",150167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1374",150168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375",150169,58,NA,229,52,60,51,1959,NA,1395,1272,2309,1400,7435,1108
"1376",150172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1377",150173,47,193,240,67,64,61,1338,2606,1571,1548,2392,1095,65,506
"1378",150175,35,197,NA,28,NA,NA,1283,1086,NA,2404,NA,NA,3142,509
"1379",150176,52,226,237,47,91,NA,2176,385,1670,52,2760,NA,3981,1349
"1380",150177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1381",150179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1382",150181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1383",150182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384",150183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385",151300,NA,NA,NA,30,60,NA,NA,NA,NA,1112,2176,NA,NA,NA
"1386",151301,NA,NA,236,30,72,NA,NA,NA,2324,2027,176,NA,NA,NA
"1387",151302,NA,NA,238,28,60,NA,NA,NA,1824,1391,153,NA,NA,NA
"1388",151303,NA,NA,239,NA,56,NA,NA,NA,1959,NA,2176,NA,NA,NA
"1389",151304,NA,NA,258,66,58,NA,NA,NA,2154,2027,395,NA,NA,NA
"1390",151305,NA,NA,NA,48,49,NA,NA,NA,NA,1769,2665,NA,NA,NA
"1391",151306,NA,NA,239,NA,75,NA,NA,NA,1514,NA,2543,NA,NA,NA
"1392",151307,NA,NA,224,53,75,57,NA,NA,308,2497,196,1167,NA,NA
"1393",151308,NA,NA,241,26,72,45,NA,NA,2027,1670,2749,1167,NA,NA
"1394",151309,NA,NA,232,32,71,NA,NA,NA,2027,1704,2288,NA,NA,NA
"1395",151310,NA,NA,246,39,91,NA,NA,NA,1824,1514,2370,NA,NA,NA
"1396",151311,NA,NA,243,30,81,NA,NA,NA,1743,2246,539,NA,NA,NA
"1397",151312,NA,NA,243,45,82,NA,NA,NA,108,2594,566,NA,NA,NA
"1398",151313,NA,NA,244,37,68,NA,NA,NA,130,2105,2623,NA,NA,NA
"1399",151314,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,1347,NA,NA,NA
"1400",151315,NA,NA,236,55,95,63,NA,NA,2246,2288,374,1640,NA,NA
"1401",151316,NA,NA,230,34,69,45,NA,NA,2678,1854,2582,1391,NA,NA
"1402",151317,NA,NA,250,33,76,NA,NA,NA,2568,2594,225,NA,NA,NA
"1403",151318,62,NA,238,30,75,63,1984,NA,2636,1984,63,1514,NA,NA
"1404",151319,NA,NA,234,54,66,NA,NA,NA,2007,1704,2404,NA,NA,NA
"1405",151320,NA,NA,237,NA,43,NA,NA,NA,1824,NA,2515,NA,NA,NA
"1406",151322,NA,NA,229,29,89,39,NA,NA,2623,2665,820,1301,NA,NA
"1407",151323,NA,NA,234,49,44,NA,NA,NA,1984,1704,2582,NA,NA,NA
"1408",151324,NA,NA,252,37,73,77,NA,NA,2387,2701,690,1610,NA,NA
"1409",151325,NA,NA,234,NA,75,NA,NA,NA,1882,NA,2387,NA,NA,NA
"1410",151326,51,NA,228,40,90,NA,1347,NA,2594,2594,557,NA,NA,NA
"1411",151327,60,NA,245,64,75,NA,1257,NA,2749,2450,235,NA,NA,NA
"1412",151328,61,NA,254,37,85,NA,1112,NA,108,2007,1184,NA,NA,NA
"1413",151329,NA,NA,231,12,87,63,NA,NA,2714,164,1040,1854,NA,NA
"1414",151330,NA,NA,234,23,63,NA,NA,NA,2209,2515,646,NA,NA,NA
"1415",151331,52,NA,236,24,76,57,1215,NA,130,2464,630,1167,NA,NA
"1416",151332,NA,NA,246,18,90,NA,NA,NA,27,245,318,NA,NA,NA
"1417",151333,NA,NA,240,23,89,NA,NA,NA,2088,1547,652,NA,NA,NA
"1418",151334,NA,NA,224,46,77,NA,NA,NA,2636,2594,652,NA,NA,NA
"1419",151335,44,NA,236,29,50,NA,1704,NA,2131,39,328,NA,NA,NA
"1420",160001,62,NA,257,61,59,62,2690,NA,2749,328,1277,2481,NA,NA
"1421",160005,NA,NA,240,62,82,78,NA,NA,2246,2714,840,1743,NA,NA
"1422",160008,63,NA,256,43,136,61,1431,NA,413,87,988,2194,NA,NA
"1423",160013,NA,NA,11,45,69,NA,NA,NA,2324,2555,759,NA,NA,NA
"1424",160016,54,NA,8,45,63,53,955,NA,862,1380,1860,130,4996,1296
"1425",160024,61,NA,257,40,66,55,405,NA,614,1118,1802,186,NA,NA
"1426",160028,39,NA,248,43,41,79,196,NA,539,658,1048,2636,4392,1376
"1427",160029,35,116,240,12,69,22,1095,2418,440,1435,1846,1032,5644,509
"1428",160030,49,NA,222,37,54,21,1179,NA,935,1571,2273,750,7182,556
"1429",160032,NA,NA,245,56,145,82,NA,NA,2594,2760,909,1769,NA,NA
"1430",160033,52,195,235,16,50,48,1790,2176,1770,2293,193,1809,1417,516
"1431",160040,NA,NA,239,48,99,NA,NA,NA,1478,1984,245,NA,NA,NA
"1432",160045,37,114,240,30,54,58,1295,834,1758,1932,2456,1045,974,371
"1433",160047,36,NA,233,32,83,79,308,NA,530,800,1770,2701,3894,1248
"1434",160057,51,NA,225,55,86,29,1045,NA,1487,1192,2050,506,6219,1519
"1435",160058,42,115,228,30,61,90,1124,2606,423,1873,1441,2225,3807,1551
"1436",160064,64,112,245,52,77,83,1855,480,1567,1978,2306,1225,742,1125
"1437",160067,40,NA,236,34,86,49,318,NA,766,1021,1362,2007,5945,1366
"1438",160069,37,215,226,26,88,59,374,1640,87,737,1322,176,3713,1554
"1439",160079,40,NA,243,28,47,55,1225,NA,1641,1616,2762,826,6812,542
"1440",160080,48,NA,245,29,86,56,1032,NA,1017,1072,2171,2027,4624,892
"1441",160082,78,215,48,40,71,71,1778,1025,1494,2014,2767,1771,1969,1379
"1442",160083,55,189,239,38,72,35,2301,1926,2495,116,262,2256,3547,1686
"1443",160089,49,NA,234,25,58,63,462,NA,750,810,1484,1854,NA,NA
"1444",160101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445",160104,37,NA,233,26,85,51,2088,NA,2288,2701,1095,1743,3342,1383
"1446",160110,57,208,254,66,74,64,1589,630,1526,2177,2282,1416,7253,1121
"1447",160112,NA,NA,239,46,76,77,NA,NA,2690,27,1107,2246,2724,1325
"1448",160117,48,NA,234,38,85,68,2568,NA,975,891,1766,99,3044,974
"1449",160122,41,NA,243,28,77,102,1431,NA,2678,39,1053,1769,NA,NA
"1450",160124,NA,NA,249,35,79,52,NA,NA,1670,1824,683,1640,NA,NA
"1451",160146,32,NA,244,43,66,77,14,NA,1017,962,1728,205,5593,1611
"1452",160147,NA,NA,248,51,80,78,NA,NA,2568,2370,816,1514,NA,NA
"1453",160153,70,115,254,44,83,89,1233,2105,967,1184,1899,865,1248,1557
"1454",161300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455",161301,NA,NA,NA,26,52,NA,NA,NA,NA,1347,2387,NA,NA,NA
"1456",161302,NA,NA,233,53,78,NA,NA,NA,1743,1167,176,NA,NA,NA
"1457",161303,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,1391,NA,NA,NA
"1458",161304,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,2194,NA,NA,NA
"1459",161305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460",161306,NA,NA,233,42,42,NA,NA,NA,1824,2063,256,NA,NA,NA
"1461",161307,NA,NA,243,31,123,NA,NA,NA,1769,1984,2690,NA,NA,NA
"1462",161308,NA,NA,NA,50,89,NA,NA,NA,NA,1391,2543,NA,NA,NA
"1463",161309,NA,NA,236,24,44,NA,NA,NA,1984,1577,717,NA,NA,NA
"1464",161310,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,2275,NA,NA,NA
"1465",161311,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,1743,NA,NA,NA
"1466",161312,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,2275,NA,NA,NA
"1467",161313,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,2288,NA,NA,NA
"1468",161314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469",161315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
