"","Provider.ID","MORT_30_AMI_score","MORT_30_CABG_score","MORT_30_COPD_score","MORT_30_HF_score","MORT_30_PN_score","MORT_30_STK_score","PSI_4_SURG_COMP_score"
"1",10001,-1.29446353478426,0.212518365223782,-0.972637914620856,-1.21129681625068,-0.880301209358866,-0.802875556904013,-1.16567899315705
"2",10005,-1.03303049085354,NA,-0.937546502237414,-0.134475941110175,-1.18569866471068,0.341533936233788,-1.16567899315705
"3",10006,-0.227169870902139,1.2220800177637,-1.03877173026657,-1.11340400941972,-1.18569866471068,0.0533830972694971,-1.16567899315705
"4",10007,NA,NA,1.80633201220635,-1.21129681625068,0.774345701261459,-0.0736217748806408,NA
"5",10008,NA,NA,-0.17633278745813,0.485064836367921,-1.00239660015022,NA,NA
"6",10011,0.341514379297679,1.28986833016446,0.505250414604882,0.0304667334132141,-0.884116690321096,1.0311840484469,-1.12076459477964
"7",10012,1.13659425516946,NA,0.957389766468463,1.35134912695418,0.181674325128429,-0.79604733797121,NA
"8",10016,0.694583747905149,-0.933830417696244,0.476907350756717,-0.225663761171886,-0.41862801292906,0.863209862699946,-1.05937406031404
"9",10018,NA,NA,NA,NA,NA,NA,NA
"10",10019,-0.1409239182652,NA,-0.427371352970447,-0.0875410337254708,-0.569975424430842,1.17184535846265,0.0745452233447343
"11",10021,NA,NA,1.76179291187352,-1.21129681625068,1.16734024037113,0.426203851000547,NA
"12",10022,NA,NA,-1.24662086515312,-0.189456832617971,1.64681901462467,NA,NA
"13",10023,0.0396535450683918,0.932769184481877,0.690155164471481,-0.413403390710703,0.578484345200329,-0.0599653370150345,-1.16567899315705
"14",10024,0.334776414247918,0.615616722892599,-0.242466603103848,-0.544821131387875,-0.896834960195196,0.3237805670085,-1.16567899315705
"15",10029,0.270091949770214,1.01750457498283,-0.374734234395284,-0.92968737194245,-0.891747652245556,-0.0818156376000045,-0.745198972166543
"16",10032,NA,NA,-1.18453605862856,-0.473748271633894,-1.18569866471068,NA,NA
"17",10033,-0.134185953215439,0.316621844982095,0.501201405483715,-0.700376824434323,-1.04182323675993,-0.649923452809223,-0.384078181192412
"18",10034,NA,NA,-1.24662086515312,-1.21129681625068,1.12664177677401,0.351093442739713,NA
"19",10035,1.70932128439914,NA,0.304149628253617,-0.429495358956887,-1.04182323675993,1.04620613009907,0.688450568000757
"20",10036,NA,NA,0.795429401621807,1.26954828836941,0.00997768182808804,1.31387231226495,NA
"21",10038,-1.29446353478426,NA,0.491753717534327,1.41839899464661,0.799782241009658,-0.823360213702422,NA
"22",10039,1.79017686499627,-0.858779071823972,1.94939700115423,1.38085106873885,1.00327455899525,1.83281695115799,-1.16567899315705
"23",10040,0.737706724223618,1.37339321508683,-0.497554177737331,-0.497886224003171,-1.14865670370236,0.0793303292141489,0.943040725637519
"24",10044,NA,NA,-1.24662086515312,-0.189456832617971,1.07831235125243,NA,NA
"25",10045,NA,NA,1.21247734110195,-1.21129681625068,0.877363687241664,-0.435517378319206,NA
"26",10046,-1.29446353478426,-0.522258520977333,0.21102241846679,0.419355966029335,-0.0332644357438497,1.82598873222518,0.184687064591844
"27",10047,NA,NA,-0.888958392783417,NA,1.68370199725956,NA,NA
"28",10049,NA,NA,0.579482248492932,1.7348743701549,0.886266476153533,-1.2508067188959,NA
"29",10051,NA,NA,-0.550191296312494,-0.39597042511067,0.0277832596518271,NA,NA
"30",10052,NA,NA,-0.691906615553319,0.558819690829599,1.47766602529915,NA,NA
"31",10055,-0.192132452643382,1.26928973532852,-0.0508135047019712,-0.509955200187809,-0.685711680285146,0.0656738913485427,-1.16567899315705
"32",10056,0.244487682581122,1.32497299194343,-0.246515612225014,-0.465702287510802,-1.15755949261423,-0.48877748599507,-1.16567899315705
"33",10058,NA,NA,NA,NA,-1.18569866471068,NA,NA
"34",10059,0.326690856188205,NA,-1.24662086515312,-0.772790681542153,1.07831235125243,-0.167851196153324,NA
"35",10061,NA,NA,0.159734969598682,1.48276686763135,0.00997768182808804,-0.90666448468262,NA
"36",10062,NA,NA,1.50940467665415,-1.21129681625068,0.95367330648626,NA,NA
"37",10065,-1.14488071067957,NA,0.969536793831963,0.702306407691409,-0.0854093422276571,-1.2508067188959,0.872622171397564
"38",10069,NA,NA,-1.20613077394145,-1.21129681625068,1.60866420500238,-0.382257270643341,NA
"39",10073,NA,NA,-1.24662086515312,-0.939074353419391,1.50310256504735,NA,NA
"40",10078,-0.174613743514004,1.52349590683137,-0.519148893050219,-0.699035827080475,-0.737856586768954,0.648803788209928,-1.12257019873451
"41",10079,NA,NA,0.21102241846679,1.0737626747075,0.152422304418001,-1.2508067188959,NA
"42",10083,1.86294688753368,NA,0.21102241846679,0.269164262398281,-0.0993994390891664,1.27836557381438,-0.149349667059227
"43",10085,1.66215552905081,NA,-0.616325111958212,-0.728537768865146,-1.18569866471068,0.271886103119197,-1.16567899315705
"44",10086,NA,NA,1.12339914043629,-1.21129681625068,0.437311549597826,-0.625341864651132,NA
"45",10087,NA,NA,0.451263626322663,NA,NA,-0.507896499006919,-0.371438953508317
"46",10089,-1.29446353478426,NA,-0.100751283863024,0.863226090153252,-0.0574291485046385,-1.2508067188959,0.339969004710721
"47",10090,0.49109720340237,1.00661002477556,-0.339642822011841,-0.684284856188139,-1.00366842713763,0.284176897198242,-1.16567899315705
"48",10091,NA,NA,-1.24662086515312,-1.19252285329679,-1.10668641311783,NA,NA
"49",10092,-0.714998540504826,0.912190589645932,1.86166847019563,-1.21129681625068,1.20931053095566,-1.2508067188959,-0.481580794755427
