"","Provider.ID","Score.OP_10","Score.OP_11","Score.OP_13","Score.OP_14","Score.OP_8","Score.OP_9"
"14623",260110,2.6120855627167,-0.422886944630545,-0.539928747289095,0.43485841145633,-0.0832485149104165,-1.35990261230243
"14629",260113,-0.622025778554497,-0.542736779527108,-2.32955444873122,-0.261026566902381,1.84952532785284,1.11506173923047
"14635",260119,0.960832340134123,0.261969254778385,-0.887911522569507,0.167210342856826,0.277343619933474,-1.22018688278042
"14641",260137,-0.280050259084734,-0.491372564571438,0.00690132815155329,0.0601511154170239,-0.530382762116842,-1.00063359353153
"14647",260138,-0.749045257214695,0.690004379408966,-0.341081447128859,-0.100437725742678,NA,-0.0425828768091153
"14653",260141,0.325734946833133,-0.508493969556662,0.354884103431966,0.595447252616032,0.104259395208406,0.256807972166639
"14659",260142,-0.387528279489517,-0.268794299763536,-0.142234146968623,0.863095321215536,2.85918330541573,-0.960714813668095
"14665",260160,0.657939737175189,0.347576279704501,NA,0.541917638896131,-0.155366941879195,-0.242176776126285
"14671",260162,-0.436381925128054,-0.491372564571438,NA,0.863095321215536,0.19080150757094,-0.361933115716586
"14677",260163,-0.846752548491771,-0.542736779527108,-0.788487872489389,-0.0469081120227776,1.14276474355881,-0.801039694214359
"14683",260175,-0.446152654255762,-0.491372564571438,2.09479797983403,-0.475145021781984,-0.184214312666706,0.296726752030073
"14689",260176,-0.319133175595564,-0.542736779527108,NA,NA,NA,-0.182298606331134
"14695",260177,0.384359321599379,0.672882974423742,0.454307753512083,0.113680729136925,0.450427844658542,-0.262136166058002
"14701",260179,-0.57317213291596,-0.388644134660099,0.15603680327173,-0.20749695318248,0.0321409682396282,-0.282095555989719
"14707",260180,-0.739274528086988,-0.542736779527108,0.702866878712378,0.43485841145633,NA,-0.242176776126285
"14713",260183,0.599315362408944,-0.525615374541885,0.15603680327173,0.43485841145633,0.0898357098146505,0.715873940596129
"14719",260186,-0.866294006747186,-0.542736779527108,0.255460453351848,0.43485841145633,NA,NA
"14725",260190,-0.221425884318489,-0.405765539645322,-1.53416524809027,1.34486184469464,NA,0.57615821107411
"14731",260191,-0.797898902853233,-0.542736779527108,0.802290528792496,NA,NA,0.256807972166639
"14737",260193,-0.153030780424536,-0.0290946299704107,0.702866878712378,NA,1.41681476604017,-0.0425828768091153
"14743",260195,-0.709962340703865,-0.542736779527108,0.056613153191612,NA,2.83033593462822,-1.18026810291698
"14749",260200,-0.514547758149715,-0.200308679822643,0.15603680327173,0.113680729136925,0.176377822177185,-0.341973725784869
"14755",260207,2.28965150150235,2.35078066297562,-0.440505097208977,3.43251677977077,NA,NA
"14761",260209,2.3580466053963,-0.542736779527108,NA,NA,NA,1.07514295936703
"14767",260210,0.159632551662105,-0.18318727483742,NA,NA,NA,1.41445258820622
"14773",260214,-0.367986821234102,-0.200308679822643,0.354884103431966,1.29133223097474,NA,0.157011022508054
"14779",260216,-0.53408921640513,-0.542736779527108,-0.341081447128859,-0.368085794342182,0.479275215446053,-1.0804711532584
"14785",260219,-0.876064735874893,-0.542736779527108,1.84623885463373,NA,NA,0.296726752030073
"14791",260227,0.21825692642835,-0.422886944630545,-0.390793272168918,NA,0.580241013202343,-0.0625422667408322
"14797",261301,NA,NA,NA,NA,NA,NA
"14803",261302,NA,NA,NA,NA,NA,NA
"14809",261303,-0.143260051296828,0.416061899645394,NA,-1.4922076824601,NA,1.65396526738683
"14815",261305,NA,NA,NA,NA,NA,NA
"14821",261306,2.44598316754567,NA,NA,NA,NA,NA
"14827",261307,NA,NA,NA,NA,NA,NA
"14833",261308,NA,NA,NA,NA,NA,NA
"14839",261309,-0.328903904723272,-0.285915704748759,NA,-0.956911545261091,NA,0.0172952929860357
"14845",261310,NA,NA,NA,NA,NA,NA
"14851",261311,NA,NA,NA,NA,NA,NA
"14857",261312,NA,NA,NA,NA,NA,NA
"14863",261313,NA,NA,NA,NA,NA,NA
"14869",261314,NA,NA,NA,NA,NA,NA
"14875",261315,NA,NA,NA,NA,NA,NA
"14881",261316,NA,NA,NA,NA,NA,NA
"14887",261317,NA,NA,NA,NA,NA,NA
"14893",261318,NA,NA,NA,NA,NA,NA
"14899",261319,NA,NA,NA,NA,NA,NA
"14905",261320,-0.661108695065328,-0.542736779527108,NA,NA,NA,0.416483091620375
"14911",261321,NA,NA,NA,NA,NA,NA
"14917",261322,NA,NA,NA,NA,NA,NA
"14923",261323,NA,NA,NA,NA,NA,NA
"14929",261324,-0.436381925128054,-0.354401324689652,1.44854425431326,0.648976866335933,NA,0.456401871483808
"14935",261325,NA,NA,NA,NA,NA,NA
"14941",261327,NA,NA,NA,NA,NA,NA
"14947",261328,-0.876064735874893,-0.542736779527108,NA,-1.11750038642079,NA,-0.162339216399417
"14953",261329,NA,NA,NA,NA,NA,NA
"14959",261330,NA,NA,NA,NA,NA,NA
"14965",261331,NA,NA,NA,NA,NA,NA
"14971",261332,NA,NA,NA,NA,NA,NA
"14977",261333,NA,NA,NA,NA,NA,NA
"14983",261334,NA,NA,NA,NA,NA,NA
"14989",261335,NA,NA,NA,NA,NA,NA
"14995",261336,NA,NA,NA,NA,NA,NA
"15001",261337,-0.739274528086988,-0.542736779527108,-0.788487872489389,NA,1.21488317052759,-0.361933115716586
"15007",261338,NA,NA,NA,NA,NA,NA
"15013",261339,NA,NA,NA,NA,NA,NA
"15019",263301,NA,NA,NA,NA,NA,NA
"15025",263302,NA,NA,NA,NA,NA,NA
"15031",263303,NA,NA,NA,NA,NA,NA
"15037",263304,NA,NA,NA,NA,NA,NA
"15043",270003,0.21825692642835,0.587275949497626,-0.490216922249036,-0.956911545261091,1.41681476604017,-0.202257996262851
"15049",270004,-0.299591717340149,-0.525615374541885,-0.788487872489389,-1.01044115898099,0.609088383989854,-0.880877253941227
"15055",270012,-0.436381925128054,-0.440008349615769,0.752578703752437,-0.20749695318248,0.825443664896188,-0.0825016566725491
"15061",270014,0.0228423438741997,-0.508493969556662,0.00690132815155329,-1.01044115898099,1.09949368737755,-0.60144579489719
"15067",270017,-0.4950062998943,-0.542736779527108,-0.341081447128859,NA,0.825443664896188,0.137051632576337
"15073",270023,0.325734946833133,-0.542736779527108,-0.142234146968623,-1.2245596138606,1.83510164245908,-0.641364574760624
"15079",270032,-0.299591717340149,-0.388644134660099,-2.32955444873122,NA,NA,-0.541567625102039
"15085",270049,-0.592713591171375,-0.542736779527108,-1.58387707313033,-0.689263476661587,0.277343619933474,-0.701242744555775
"15091",270051,-0.797898902853233,-0.268794299763536,0.454307753512083,-0.84985231782129,NA,0.216889192303205
"15097",270057,-0.475464841638885,-0.474251159586215,-0.639352397369213,NA,NA,NA
"15103",270074,NA,NA,NA,NA,NA,NA
"15109",270086,0.628627549792067,-0.542736779527108,0.60344322863226,NA,-1.10733017786707,-0.182298606331134
"15115",270087,1.17578838094369,-0.474251159586215,NA,NA,0.0032935974521175,-0.0425828768091153
"15121",271300,NA,NA,NA,NA,NA,NA
"15127",271301,NA,NA,NA,NA,NA,NA
"15133",271302,NA,NA,NA,NA,NA,NA
"15139",271303,NA,NA,NA,NA,NA,NA
"15145",271304,NA,NA,NA,NA,NA,NA
"15151",271305,NA,NA,NA,NA,NA,NA
"15157",271306,NA,NA,NA,NA,NA,NA
"15163",271307,NA,NA,NA,NA,NA,NA
"15169",271308,NA,NA,NA,NA,NA,NA
"15175",271309,NA,NA,NA,NA,NA,NA
"15181",271310,NA,NA,NA,NA,NA,NA
"15187",271311,NA,NA,NA,NA,NA,NA
"15193",271312,NA,NA,NA,NA,NA,NA
"15199",271313,NA,NA,NA,NA,NA,NA
"15205",271314,NA,NA,NA,NA,NA,NA
"15211",271315,NA,NA,NA,NA,NA,NA
"15217",271316,3.35466097642247,3.32670074713335,NA,NA,NA,-0.0625422667408322
"15223",271317,NA,NA,NA,NA,NA,NA
"15229",271318,-0.387528279489517,-0.542736779527108,NA,2.20133566421306,NA,0.0771734627811867
"15235",271319,NA,NA,NA,NA,NA,NA
"15241",271320,0.81427140321851,0.741368594364635,NA,NA,NA,-0.980674203599812
"15247",271321,NA,NA,NA,NA,NA,NA
"15253",271322,NA,NA,NA,NA,NA,NA
"15259",271323,NA,NA,NA,NA,NA,NA
"15265",271324,NA,NA,NA,NA,NA,NA
"15271",271325,1.07808108966661,1.8200171084337,NA,NA,NA,0.97534600970845
"15277",271326,NA,NA,NA,NA,NA,NA
"15283",271327,NA,NA,NA,NA,NA,NA
"15289",271328,NA,NA,NA,NA,NA,NA
"15295",271329,NA,NA,NA,NA,NA,NA
"15301",271330,NA,NA,NA,NA,NA,NA
"15307",271331,NA,NA,NA,NA,NA,NA
"15313",271332,NA,NA,NA,NA,NA,NA
"15319",271333,NA,NA,NA,NA,NA,NA
"15325",271334,NA,NA,NA,NA,NA,NA
"15331",271335,NA,NA,NA,NA,NA,NA
"15337",271336,-0.0944064056582907,-0.542736779527108,0.354884103431966,NA,NA,1.99327489622601
"15343",271337,NA,NA,NA,NA,NA,NA
"15349",271338,-0.455923383383469,NA,NA,NA,NA,-1.41978078209758
"15355",271339,NA,NA,NA,NA,NA,NA
"15361",271340,NA,NA,NA,NA,NA,NA
"15367",271341,NA,NA,NA,NA,NA,NA
"15373",271342,NA,NA,NA,NA,NA,NA
"15379",271343,-0.309362446467856,-0.542736779527108,NA,NA,NA,-0.302054945921435
"15385",271344,0.315964217705426,0.929704049202091,NA,NA,NA,1.93339672643086
"15391",271345,2.55346118795045,-0.542736779527108,NA,NA,NA,-0.421811285511737
"15397",271346,NA,NA,NA,-1.4922076824601,NA,NA
"15403",271347,-0.543859945532837,-0.542736779527108,NA,NA,NA,0.57615821107411
"15409",280003,-0.280050259084734,0.176362229852268,-0.440505097208977,0.809565707495635,-1.56888811046725,-0.162339216399417
"15415",280009,-0.485235570766592,-0.440008349615769,1.10056147903285,NA,-0.299603795816751,-0.900836643872944
"15421",280013,-0.661108695065328,-0.474251159586215,1.84623885463373,0.167210342856826,-0.515959076723086,-0.202257996262851
"15427",280020,-0.328903904723272,-0.542736779527108,-0.639352397369213,0.488388025176231,0.147530451389674,0.636036380869261
"15433",280023,-0.592713591171375,0.0393909899704822,NA,NA,NA,0.216889192303205
"15439",280030,-0.397299008617224,-0.474251159586215,1.34912060423314,NA,NA,-0.162339216399417
"15445",280032,-0.553630674660545,-0.422886944630545,-0.390793272168918,NA,-1.78524339137358,0.496320651347243
"15451",280040,-0.592713591171375,-0.525615374541885,0.60344322863226,-0.153967339462579,-0.515959076723086,-0.541567625102039
"15457",280060,-0.446152654255762,-0.525615374541885,0.056613153191612,-0.528674635501885,-1.12175386326082,0.0372546829177526
"15463",280061,-0.113947863913706,-0.457129754600992,-0.73877604744933,0.970154548655338,-1.59773548125476,-0.681283354624058
"15469",280065,-0.231196613446196,-0.542736779527108,0.106324978231671,NA,0.349462046902253,0.396523701688658
"15475",280077,2.04538327330966,-0.542736779527108,-0.142234146968623,-1.2245596138606,-0.429416964360552,-1.00063359353153
"15481",280081,-0.485235570766592,-0.457129754600992,-0.490216922249036,NA,-0.314027481210507,-0.202257996262851
"15487",280105,-0.182342967807658,-0.457129754600992,0.653155053672319,NA,1.41681476604017,-0.581486404965473
"15493",280111,-0.299591717340149,-0.457129754600992,-1.53416524809027,-1.11750038642079,-3.02568033523657,-1.26010566264385
"15499",280125,0.0619252603850299,-0.285915704748759,0.205748628311789,NA,-0.790009099204443,0.296726752030073
"15505",280127,NA,NA,NA,NA,NA,NA
"15511",280128,-0.876064735874893,-0.337279919704429,-0.0428104968885059,NA,NA,NA
"15517",280129,NA,NA,NA,NA,NA,NA
"15523",280130,-0.543859945532837,-0.491372564571438,1.34912060423314,-0.742793090381488,NA,0.0172952929860357
"15529",280131,NA,NA,NA,NA,NA,NA
"15535",280132,-0.631796507682205,-0.474251159586215,1.34912060423314,-0.20749695318248,-0.790009099204443,0.0572140728494695
"15541",280133,NA,NA,NA,NA,NA,NA
"15547",280134,1.91836379464946,4.11428537645362,-0.987335172649625,NA,NA,NA
"15553",281300,-0.69042088244845,-0.18318727483742,NA,-1.4922076824601,NA,-1.14034932305355
"15559",281301,-0.240967342573904,3.2924579371629,NA,NA,NA,0.157011022508054
"15565",281302,NA,NA,NA,NA,NA,-0.262136166058002
"15571",281303,NA,NA,NA,NA,NA,NA
"15577",281304,-0.260508800829319,0.210605039822715,-0.341081447128859,NA,NA,0.396523701688658
"15583",281305,NA,NA,NA,-1.4922076824601,NA,NA
"15589",281306,NA,NA,NA,-1.4922076824601,NA,-0.900836643872944
"15595",281307,-0.387528279489517,-0.285915704748759,NA,-1.4922076824601,NA,0.256807972166639
"15601",281308,NA,NA,NA,-1.4922076824601,NA,0.456401871483808
"15607",281309,NA,0.193483634837491,NA,NA,NA,1.21485868888905
"15613",281310,-0.524318487277422,NA,NA,NA,NA,NA
"15619",281311,NA,NA,NA,NA,NA,NA
"15625",281312,NA,NA,NA,NA,NA,NA
"15631",281313,0.257339842939181,NA,NA,NA,NA,0.31668614196179
"15637",281314,NA,NA,NA,-1.4922076824601,NA,0.456401871483808
"15643",281315,-0.0357820308920455,0.279090659763608,NA,NA,NA,0.336645531893507
"15649",281316,NA,NA,NA,NA,NA,0.0771734627811867
"15655",281318,NA,NA,NA,NA,NA,NA
"15661",281319,-0.61225504942679,-0.542736779527108,NA,-1.4922076824601,NA,0.655995770800978
"15667",281320,0.374588592471671,0.0393909899704822,-2.32955444873122,-1.4922076824601,NA,-0.0625422667408322
"15673",281321,NA,NA,NA,NA,NA,-1.47965895189274
"15679",281322,NA,-0.542736779527108,NA,NA,NA,-1.04055237339496
"15685",281323,NA,NA,NA,NA,NA,-1.18026810291698
"15691",281324,-0.76858671547011,-0.542736779527108,NA,NA,NA,0.795711500322997
"15697",281325,NA,NA,NA,NA,NA,-0.801039694214359
"15703",281326,1.56661754605199,-0.0975802499113037,-0.2913696220888,NA,NA,-0.182298606331134
"15709",281327,NA,NA,NA,NA,NA,NA
"15715",281328,NA,-0.542736779527108,NA,NA,NA,0.0172952929860357
"15721",281329,0.0423838021296149,1.0837966940691,0.752578703752437,NA,NA,-0.801039694214359
"15727",281330,NA,NA,NA,NA,NA,NA
"15733",281331,NA,NA,NA,-1.4922076824601,NA,0.835630280186431
"15739",281332,-0.72950379895928,-0.542736779527108,NA,-1.4922076824601,NA,-1.12038993312183
"15745",281333,NA,NA,NA,NA,NA,-1.10043054319011
"15751",281334,-0.524318487277422,-0.405765539645322,NA,NA,NA,-1.5594965116196
"15757",281335,NA,NA,NA,-1.4922076824601,NA,-1.4397401720293
"15763",281336,-0.065094218275168,-0.285915704748759,-0.0428104968885059,NA,NA,1.73380282711369
"15769",281338,1.0585396314112,0.176362229852268,-1.33531794793004,NA,NA,-0.322014335853152
"15775",281339,-0.602484320299082,-0.542736779527108,0.354884103431966,NA,NA,0.675955160732695
"15781",281340,NA,NA,NA,-1.4922076824601,NA,NA
"15787",281341,-0.407069737744932,NA,NA,NA,NA,-0.940755423736378
"15793",281342,-0.00646984350892281,-0.405765539645322,-1.3850297729701,NA,NA,0.695914550664412
"15799",281343,NA,NA,NA,NA,NA,-0.980674203599812
"15805",281344,0.0326130730019074,-0.542736779527108,NA,1.77309875445385,NA,0.57615821107411
"15811",281345,-0.280050259084734,-0.251672894778313,NA,NA,NA,0.276767362098356
"15817",281346,NA,NA,NA,NA,NA,NA
"15823",281347,3.7845730580416,NA,NA,NA,NA,NA
"15829",281348,NA,NA,-2.32955444873122,NA,NA,-0.541567625102039
"15835",281349,NA,NA,NA,NA,NA,-0.162339216399417
"15841",281350,-0.524318487277422,NA,NA,-1.4922076824601,NA,-0.361933115716586
"15847",281351,NA,NA,NA,NA,NA,-1.00063359353153
"15853",281352,0.130320364278983,-0.13182305988175,NA,NA,NA,-0.521608235170322
"15859",281353,-0.348445362978687,-0.542736779527108,0.255460453351848,NA,NA,0.396523701688658
"15865",281354,-0.661108695065328,-0.542736779527108,NA,NA,NA,0.0771734627811867
"15871",281355,-0.0846356765305832,-0.354401324689652,-0.390793272168918,NA,NA,0.935427229845015
"15877",281356,-0.260508800829319,NA,1.54796790439338,NA,NA,-0.302054945921435
"15883",281357,-0.348445362978687,0.159240824867045,NA,NA,NA,-0.521608235170322
"15889",281358,-0.680650153320743,NA,NA,NA,NA,-1.12038993312183
"15895",281359,-0.641567236809913,-0.422886944630545,NA,NA,NA,0.157011022508054
"15901",281360,-0.700191611576158,-0.542736779527108,NA,NA,NA,-0.0425828768091153
"15907",281361,-0.436381925128054,-0.303037109733983,NA,NA,NA,-0.182298606331134
"15913",281362,0.0912374477681525,1.56319603365535,0.305172278391907,-0.956911545261091,-1.15060123404833,-1.28006505257557
"15919",281363,-0.397299008617224,-0.200308679822643,1.34912060423314,NA,NA,0.935427229845015
"15925",281364,-0.172572238679951,-0.388644134660099,-1.3850297729701,-0.796322704101389,0.825443664896188,1.13502112916218
"15931",281365,-0.631796507682205,-0.388644134660099,-0.341081447128859,-1.4922076824601,NA,0.256807972166639
"15937",283300,NA,NA,NA,NA,NA,NA
"15943",283301,NA,NA,NA,NA,NA,NA
"15949",290001,-0.377757550361809,-0.508493969556662,-0.341081447128859,0.220739956576726,-1.97275130149241,0.0172952929860357
"15955",290002,NA,NA,NA,NA,NA,NA
"15961",290003,-0.57317213291596,-0.0290946299704107,-0.390793272168918,0.970154548655338,NA,-0.1423798264677
"15967",290005,-0.76858671547011,NA,-1.33531794793004,NA,NA,NA
"15973",290006,-0.553630674660545,-0.200308679822643,0.504019578552142,NA,NA,-0.820999084146076
"15979",290007,-0.319133175595564,2.02547396825638,0.00690132815155329,NA,NA,NA
"15985",290008,-0.4950062998943,-0.440008349615769,NA,1.23780261725484,0.796596294108678,-0.1423798264677
"15991",290009,-0.328903904723272,-0.542736779527108,-0.539928747289095,0.863095321215536,-2.05929341385494,-0.222217386194568
"15997",290012,-0.856523277619478,-0.354401324689652,0.354884103431966,NA,NA,0.276767362098356
"16003",290019,-0.00646984350892281,0.142119419881822,-0.987335172649625,-0.742793090381488,-0.112095885697928,0.336645531893507
"16009",290021,-0.72950379895928,NA,-1.33531794793004,-0.153967339462579,NA,NA
"16015",290022,-0.827211090236356,NA,0.653155053672319,NA,NA,NA
"16021",290032,-0.661108695065328,-0.474251159586215,0.354884103431966,NA,NA,-0.501648845238605
"16027",290039,-0.680650153320743,-0.422886944630545,NA,0.863095321215536,NA,0.57615821107411
"16033",290041,-0.661108695065328,0.861218429261198,-0.937623347609566,-0.100437725742678,NA,-0.621405184828907
"16039",290042,NA,NA,NA,NA,NA,NA
"16045",290045,-0.76858671547011,-0.337279919704429,1.05084965399279,0.113680729136925,NA,-0.322014335853152
"16051",290046,-0.719733069831573,NA,0.504019578552142,0.648976866335933,NA,NA
"16057",290047,-0.739274528086988,-0.542736779527108,-0.987335172649625,0.809565707495635,NA,NA
"16063",290049,-0.0553234891474605,-0.542736779527108,-1.83243619833063,0.863095321215536,-0.241909054241729,NA
"16069",290053,-0.778357444597818,-0.0804588449260805,2.09479797983403,1.02368416237524,NA,NA
"16075",290054,-0.680650153320743,-0.0290946299704107,1.34912060423314,-0.261026566902381,NA,0.0572140728494695
"16081",290056,NA,NA,NA,NA,NA,NA
"16087",291300,NA,NA,NA,NA,NA,NA
"16093",291301,-0.739274528086988,NA,NA,NA,NA,NA
"16099",291302,-0.817440361108648,-0.542736779527108,NA,NA,NA,-0.701242744555775
"16105",291303,NA,NA,NA,NA,NA,NA
"16111",291304,NA,NA,NA,NA,NA,NA
"16117",291306,-0.172572238679951,0.484547519586287,1.34912060423314,NA,NA,0.396523701688658
"16123",291307,-0.162801509552243,-0.251672894778313,0.504019578552142,-0.582204249221786,0.536969957021076,-0.561527015033756
"16129",291308,-0.582942862043667,-0.217430084807866,-1.33531794793004,NA,NA,-1.47965895189274
"16135",291309,-0.592713591171375,NA,NA,NA,NA,NA
"16141",291311,0.442983696365624,2.62472314273919,NA,-0.528674635501885,NA,-0.461730065375171
"16147",291312,NA,NA,NA,NA,NA,NA
"16153",300001,-0.250738071701611,-0.508493969556662,-0.440505097208977,-0.20749695318248,NA,-0.381892505648303
"16159",300003,-0.61225504942679,-0.525615374541885,-0.341081447128859,-0.528674635501885,-0.631348559873131,-0.00266409694568118
"16165",300005,-0.338674633850979,-0.508493969556662,-0.0925223219285646,-0.20749695318248,-1.0640591216858,0.157011022508054
"16171",300011,-0.592713591171375,-0.542736779527108,0.056613153191612,-0.689263476661587,0.349462046902253,-0.322014335853152
"16177",300012,-0.397299008617224,-0.542736779527108,-0.0925223219285646,-0.0469081120227776,-0.73231435762942,0.57615821107411
"16183",300014,-0.622025778554497,-0.542736779527108,-0.191945972008683,-0.528674635501885,-0.689043301448154,NA
"16189",300017,-0.504777029022007,-0.388644134660099,0.305172278391907,-0.261026566902381,NA,-0.1423798264677
"16195",300018,-0.397299008617224,-0.525615374541885,0.00690132815155329,1.13074338981504,-0.83328015538571,NA
"16201",300019,-0.739274528086988,-0.542736779527108,0.653155053672319,-0.903381931541191,-0.660195930660642,-0.60144579489719
"16207",300020,-0.377757550361809,-0.457129754600992,0.00690132815155329,-0.689263476661587,-0.126519571091684,-0.381892505648303
"16213",300023,0.159632551662105,-0.046216034955634,0.205748628311789,-0.582204249221786,-1.0640591216858,-0.282095555989719
"16219",300029,-0.0357820308920455,-0.542736779527108,0.553731403592201,-1.01044115898099,-0.862127526173221,0.516280041278959
"16225",300034,-0.309362446467856,-0.542736779527108,-0.341081447128859,-0.796322704101389,-0.0255537733353942,0.256807972166639
"16231",301300,-0.436381925128054,-0.542736779527108,NA,-0.84985231782129,NA,-0.980674203599812
"16237",301301,NA,NA,NA,NA,NA,NA
"16243",301302,NA,NA,NA,NA,NA,NA
"16249",301303,-0.455923383383469,-0.440008349615769,-0.0428104968885059,-1.4922076824601,NA,-0.681283354624058
"16255",301304,-0.153030780424536,-0.542736779527108,-1.1364706477698,NA,NA,0.416483091620375
"16261",301305,NA,NA,NA,NA,NA,NA
"16267",301306,-0.348445362978687,-0.388644134660099,NA,NA,NA,0.196929802371488
"16273",301307,NA,NA,NA,NA,NA,NA
"16279",301308,-0.524318487277422,-0.13182305988175,NA,-0.903381931541191,NA,0.256807972166639
"16285",301309,-0.250738071701611,-0.542736779527108,1.74681520455361,-0.903381931541191,-0.573653818298108,0.715873940596129
"16291",301310,NA,NA,NA,NA,NA,NA
"16297",301311,-0.387528279489517,-0.440008349615769,-0.341081447128859,-0.796322704101389,NA,0.536239431210676
"16303",301312,-0.485235570766592,0.022269584985259,1.34912060423314,0.809565707495635,NA,-0.820999084146076
"16309",310001,-0.53408921640513,-0.491372564571438,0.553731403592201,-0.100437725742678,NA,0.596117601005827
"16315",310002,0.257339842939181,0.261969254778385,-0.490216922249036,-0.528674635501885,NA,-0.0226234868773981
"16321",310003,-0.133489322169121,-0.457129754600992,0.255460453351848,0.167210342856826,NA,-0.102461046604266
"16327",310005,-0.485235570766592,-0.285915704748759,0.553731403592201,-0.528674635501885,NA,0.496320651347243
"16333",310006,-0.367986821234102,-0.18318727483742,NA,NA,NA,0.675955160732695
"16339",310008,-0.045552760019753,0.381819089674947,1.05084965399279,-0.261026566902381,-0.70346698684191,10.5358937870009
"16345",310009,-0.4950062998943,-0.114701654896527,0.752578703752437,0.220739956576726,NA,0.296726752030073
"16351",310010,-0.4950062998943,-0.474251159586215,-0.440505097208977,-0.84985231782129,NA,-0.00266409694568118
"16357",310011,1.50799317128574,0.00514818000003578,1.69710337951356,-1.11750038642079,NA,NA
"16363",310012,-0.192113696935366,0.313333469734054,0.951426003912672,-0.689263476661587,-1.88620918912987,-0.0825016566725491
"16369",310014,-0.57317213291596,-0.474251159586215,-0.987335172649625,-0.903381931541191,-0.847703840779466,-0.0226234868773981
"16375",310015,-0.514547758149715,-0.542736779527108,0.205748628311789,-0.0469081120227776,-1.77081970597983,2.59205659417752
"16381",310016,-0.309362446467856,-0.0804588449260805,0.056613153191612,NA,NA,0.276767362098356
"16387",310017,0.999915256644953,-0.285915704748759,0.205748628311789,0.916624934935437,-1.52561705428598,2.83156927335813
"16393",310019,0.21825692642835,0.313333469734054,0.00690132815155329,0.702506480055833,-0.487111705935575,0.196929802371488
"16399",310021,-0.397299008617224,1.03243247911343,NA,NA,NA,0.436442481552092
"16405",310022,-0.827211090236356,-0.542736779527108,-0.191945972008683,0.167210342856826,1.21488317052759,NA
"16411",310024,-0.416840466872639,0.313333469734054,-0.390793272168918,0.756036093775735,NA,-0.86091786400951
"16417",310025,-0.309362446467856,0.844097024275975,0.702866878712378,NA,0.0321409682396282,0.815670890254714
"16423",310027,-0.65133796593762,-0.542736779527108,1.6473915544735,1.77309875445385,NA,-0.222217386194568
"16429",310028,-0.670879424193035,-0.217430084807866,-0.887911522569507,0.0601511154170239,NA,1.05518356943532
"16435",310029,-0.113947863913706,-0.457129754600992,0.056613153191612,-0.635733862941686,NA,0.695914550664412
"16441",310031,-0.436381925128054,-0.422886944630545,0.404595928472025,-1.4922076824601,NA,NA
"16447",310032,-0.250738071701611,-0.388644134660099,1.00113782895273,0.00662150169712307,-0.429416964360552,0.236848582234922
"16453",310034,-0.358216092106394,-0.405765539645322,3.28788178079544,-0.903381931541191,NA,1.37453380834279
"16459",310038,-0.836981819364063,-0.542736779527108,-0.0428104968885059,0.327799184016528,NA,NA
"16465",310039,-0.328903904723272,0.022269584985259,1.15027330407291,0.541917638896131,-0.299603795816751,-0.322014335853152
"16471",310040,-0.739274528086988,-0.0633374399408573,-0.142234146968623,NA,NA,0.356604921825224
"16477",310041,-0.57317213291596,-0.114701654896527,-0.0428104968885059,0.488388025176231,NA,-0.721202134487491
"16483",310044,0.306193488577718,0.142119419881822,0.60344322863226,1.66603952701405,NA,-0.0226234868773981
"16489",310045,-0.338674633850979,-0.525615374541885,0.60344322863226,0.916624934935437,-0.588077503691864,2.43238147472379
"16495",310047,-0.260508800829319,-0.13182305988175,NA,0.327799184016528,NA,1.01526478957188
"16501",310048,0.579773904153529,-0.405765539645322,-0.142234146968623,-0.635733862941686,1.14276474355881,0.795711500322997
"16507",310050,-0.143260051296828,-0.285915704748759,-0.589640572329154,1.29133223097474,0.551393642414831,2.67189415390439
"16513",310051,-0.61225504942679,-0.405765539645322,0.00690132815155329,0.00662150169712307,-0.50153539132933,1.43441197813794
"16519",310052,-0.240967342573904,-0.0975802499113037,2.79076353039485,-0.0469081120227776,NA,1.77372160697713
"16525",310054,-0.133489322169121,0.210605039822715,1.84623885463373,-0.261026566902381,NA,1.37453380834279
"16531",310057,-0.76858671547011,-0.542736779527108,-0.73877604744933,-0.635733862941686,NA,0.715873940596129
"16537",310058,NA,-0.542736779527108,NA,NA,NA,NA
"16543",310060,-0.758815986342403,-0.491372564571438,1.6473915544735,0.809565707495635,NA,-0.0825016566725491
"16549",310061,-0.661108695065328,-0.457129754600992,1.00113782895273,0.809565707495635,NA,0.516280041278959
"16555",310064,-0.61225504942679,-0.508493969556662,0.056613153191612,0.327799184016528,NA,0.616076990937544
"16561",310069,-0.455923383383469,-0.542736779527108,0.305172278391907,1.39839145841454,NA,-0.481689455306888
"16567",310070,-0.76858671547011,-0.542736779527108,-0.788487872489389,0.541917638896131,NA,-0.202257996262851
"16573",310073,-0.436381925128054,-0.371522729674876,-0.390793272168918,0.809565707495635,NA,NA
"16579",310074,-0.299591717340149,0.107876609911375,-0.341081447128859,0.916624934935437,NA,-0.761120914350925
"16585",310075,-0.407069737744932,-0.474251159586215,0.205748628311789,-0.100437725742678,NA,-0.162339216399417
"16591",310076,-0.0357820308920455,1.04955388409865,0.404595928472025,1.29133223097474,NA,NA
"16597",310081,-0.631796507682205,0.381819089674947,0.056613153191612,-0.528674635501885,NA,0.436442481552092
"16603",310083,-0.69042088244845,-0.542736779527108,NA,NA,NA,-0.1423798264677
