"","Provider.ID","MORT_30_AMI_score","MORT_30_CABG_score","MORT_30_COPD_score","MORT_30_HF_score","MORT_30_PN_score","MORT_30_STK_score","PSI_4_SURG_COMP_score","Score.READM_30_AMI","Score.READM_30_CABG","Score.READM_30_COPD","Score.READM_30_HF","Score.READM_30_HIP_KNEE","Score.READM_30_HOSP_WIDE","Score.READM_30_PN","Score.READM_30_STK","HAI_1_SIR","HAI_1a_SIR","HAI_2_SIR","HAI_2a_SIR","HAI_3_SIR","HAI_4_SIR","HAI_5_SIR","HAI_6_SIR","COMP_HIP_KNEE","PSI_90_SAFETY","H_CLEAN_LINEAR_SCORE_mean","H_COMP_1_LINEAR_SCORE_mean","H_COMP_2_LINEAR_SCORE_mean","H_COMP_3_LINEAR_SCORE_mean","H_COMP_4_LINEAR_SCORE_mean","H_COMP_5_LINEAR_SCORE_mean","H_COMP_6_LINEAR_SCORE_mean","H_COMP_7_LINEAR_SCORE_mean","H_HSP_RATING_LINEAR_SCORE_mean","H_QUIET_LINEAR_SCORE_mean","H_RECMND_LINEAR_SCORE_mean","Score.OP_10","Score.OP_11","Score.OP_13","Score.OP_14","Score.OP_8","Score.OP_9","ED_1b_Score","ED_2b_Score","OP_18b_Score","OP_20_Score","OP_21_Score","OP_3b_Score","OP_5_Score","CAC_3_Score","IMM_2_Score","IMM_3_OP_27_FAC_ADHPCT_Score","OP_22_Score","OP_23_Score","OP_29_Score","OP_30_Score","OP_4_Score","PC_01_Score","STK_4_Score","STK_5_Score","STK_6_Score","STK_8_Score","VTE_1_Score","VTE_2_Score","VTE_3_Score","VTE_5_Score","VTE_6_Score"
"1",10001,-1.29446353478426,0.212518365223782,-0.972637914620856,-1.21129681625068,-0.880301209358866,-0.802875556904013,-1.16567899315705,-0.408635919553653,0.614856755914757,0.866787753320474,-0.370372518621821,0.884008345596638,-0.215383465747149,1.10534699408009,0.124545161624438,-0.268095608263913,-0.2252643879027,-0.477709274703081,-0.375336139653334,-0.10147440627638,0.556429750701516,0.445235157291151,0.132642799637337,-0.416141806569594,0.308552291392247,-0.852686282565137,-0.523545182706695,0.0411773690513626,-1.19987293339514,-0.606383206331891,-0.415225141486431,0.0276370415907467,0.164882579511512,0.0841874486126208,0.968546522133067,0.450028532836322,-0.250738071701611,-0.388644134660099,1.19998512911297,-0.20749695318248,-0.299603795816751,-0.40185189558002,0.097788941691464,-0.873758097591854,-0.318576984025574,-1.81312272404028,-2.67516077610135,NA,NA,NA,0.468143653748982,0.201274907783701,-0.908294711350247,NA,NA,0.633228471269229,NA,0.672952925672987,0.675823227445992,1.01942600385691,0.702608871449727,0.644356602526722,0.495356383689743,0.778623632591174,0.623252134192639,0.890348095037429,0.546524719800451
"2",10005,-1.03303049085354,NA,-0.937546502237414,-0.134475941110175,-1.18569866471068,0.341533936233788,-1.16567899315705,-0.199927656508895,NA,-1.57433523130176,-0.036448081073741,1.96807964861614,-0.820555650863324,-0.495579619901034,0.776968826076594,-0.268095608263913,0.0146385153258394,0.0730811200853608,0.00161682969005965,0.466601792313275,NA,0.124340800047442,0.443215341168717,-0.0965533897542127,0.0850787867985125,-1.11159942021237,-0.129171873508697,0.859592160168565,-0.290031431022774,0.166719569540275,0.284507346744666,0.308653684780141,-0.183346251871019,0.391502297450367,0.577223608266923,0.221264572078487,0.423442238110209,1.20364652896566,0.305172278391907,0.648976866335933,0.378309417689763,-0.761120914350925,0.387157054502741,-0.90683312298854,0.847860529863795,0.196946588588886,-0.483052866845035,NA,1.41774749758612,NA,0.483090081386879,0.237886959039563,-0.111722762852864,0.589450106085843,0.714259098472425,0.712900769526228,0.768247572607562,0.666902454991369,NA,1.02293477692953,0.62964448562295,-1.4935155093013,0.481142581263492,0.749302633267596,-1.63237690108392,-1.14779237745878,NA
"3",10006,-0.227169870902139,1.2220800177637,-1.03877173026657,-1.11340400941972,-1.18569866471068,0.0533830972694971,-1.16567899315705,-0.826052445643169,0.703594514251527,-0.156908982166268,-0.904651618698747,0.703329795093389,-0.215383465747149,0.548502954434483,-0.527878502827717,0.241880911361279,0.151630423854671,-0.138761339448655,-0.0817234565291397,0.495694643453986,NA,0.166528774550497,0.355409491730525,-0.416141806569594,0.00620578517719428,-1.11159942021237,-0.129171873508697,0.859592160168565,-0.517491806615865,-0.219831818395808,-0.181980978742732,-1.09642953116683,-0.531575083253549,-1.14507194673836,0.577223608266923,-0.922555231710686,0.276881301194596,0.244847849793161,-2.32955444873122,0.970154548655338,0.782172608714922,0.0372546829177526,0.676525167314018,-0.964714417432739,0.611620020721644,1.58485159016617,-0.36767876635786,NA,NA,NA,-2.37665973999749,0.274499010295424,0.706378157225529,NA,0.512165946380169,0.673064620397729,NA,0.672952925672987,NA,1.02293477692953,0.691088178950762,0.667552321642397,0.504832251973911,0.712651384113124,0.579181229418141,0.908578331821831,0.546524719800451
"4",10007,NA,NA,1.80633201220635,-1.21129681625068,0.774345701261459,-0.0736217748806408,NA,NA,NA,-0.0781630794365205,-0.570727181150667,NA,1.23702977853167,0.130869924700278,0.124545161624438,NA,NA,0.595244155477314,NA,NA,NA,NA,0.772487276561933,NA,0.163951788419831,0.441879405671034,-0.129171873508697,1.67800695128577,0.392349695756497,0.553270957476358,0.750995672232065,-0.253379601598648,0.164882579511512,-0.530442249062872,1.75119234986535,-0.465027310195017,1.49822244215804,0.50166892457151,NA,NA,NA,2.35254391499692,0.65426608171315,-0.873758097591854,0.818330466221026,-0.377358929305162,-2.21366437415265,NA,-0.833655479898089,NA,0.483090081386879,-0.25637573291457,0.706378157225529,NA,-1.99956322962359,-1.78349790919308,0.70163905622296,NA,NA,-0.991100966757019,0.506757098967325,NA,0.495356383689743,0.778623632591174,NA,NA,NA
"5",10008,NA,NA,-0.17633278745813,0.485064836367921,-1.00239660015022,NA,NA,NA,NA,-0.629384398544765,0.764970569041652,NA,0.147719845322554,-0.774001639723837,NA,NA,NA,NA,NA,NA,NA,NA,0.296872258771731,NA,0.019351285447414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.524318487277422,NA,NA,-1.17103000014069,NA,-0.1423798264677,1.08831825093007,-0.724920483306769,-2.37091640719801,0.196946588588886,0.151504685834426,NA,NA,NA,0.453197226111084,-0.25637573291457,0.706378157225529,NA,0.738317807054837,0.743884441070617,NA,NA,NA,NA,NA,NA,0.509570186115995,NA,NA,NA,NA
"6",10011,0.341514379297679,1.28986833016446,0.505250414604882,0.0304667334132141,-0.884116690321096,1.0311840484469,-1.12076459477964,0.843613658714897,0.526118997577987,-0.314400787625766,-1.43893071877567,0.884008345596638,-0.336417902770384,-0.28676310503393,-1.18030216727987,0.0761721061878429,0.223801770786934,0.142931877012793,0.362488360309117,0.0677234911472237,0.556429750701516,0.291431754181589,0.203375289462546,-0.416141806569594,-0.0989582169845633,-1.62942569550684,-0.523545182706695,0.0411773690513626,-0.744952182208955,-0.606383206331891,-1.11495762971753,-0.253379601598648,-0.183346251871019,-0.223127400225126,0.185900694400779,-0.236263349437182,-0.641567236809913,1.23788933893611,NA,0.327799184016528,-0.573653818298108,NA,-0.0914132859159093,-0.90683312298854,0.272024288829803,-1.23881720614623,-1.29067157025526,NA,NA,NA,0.358536517737734,-0.25637573291457,-0.908294711350247,-0.933391258268663,0.574718588694438,-0.260871764725985,NA,0.672952925672987,-1.21870819062824,NA,0.645005408954903,-0.0824425964310848,0.083156113328448,0.573376637326128,0.390878272654379,-1.14779237745878,-0.18481463613327
"7",10012,1.13659425516946,NA,0.957389766468463,1.35134912695418,0.181674325128429,-0.79604733797121,NA,-0.826052445643169,NA,-0.629384398544765,0.965325231570498,NA,-0.336417902770384,1.59258552877,0.217748542260461,NA,NA,0.595244155477314,0.566388866398809,NA,NA,NA,0.589558423565702,0.0279615778361957,0.019351285447414,-0.334860007270669,0.265201435689302,0.859592160168565,-0.0625710554296838,0.166719569540275,-0.415225141486431,0.308653684780141,-0.879803914636079,0.0841874486126208,0.577223608266923,-0.693791270952851,-0.280050259084734,1.306374958877,-0.788487872489389,NA,NA,-0.940755423736378,0.988152365726162,-0.691845457910084,0.803565434399642,-0.185923756673812,-0.425365816601447,NA,1.67505069501289,NA,-2.37665973999749,0.329417087179217,-0.111722762852864,0.449739889172586,-1.99956322962359,-1.78349790919308,-1.35582400543475,0.443035039771501,NA,NA,0.679567486451797,-1.4935155093013,0.509570186115995,0.774958507675727,0.643284363635592,-1.14779237745878,NA
"8",10016,0.694583747905149,-0.933830417696244,0.476907350756717,-0.225663761171886,-0.41862801292906,0.863209862699946,-1.05937406031404,0.843613658714897,1.23602106427215,-1.65308113403151,-0.303587631112204,0.703329795093389,-1.0626245249098,-0.00834108521112393,-0.155064980283628,0.224235992291885,0.289958838808174,0.193316029550613,0.436928227611703,0.3375979655446,NA,0.060560555129438,0.15622029624574,0.0279615778361957,0.150806288149611,-2.14725197080131,-0.917918491904693,0.0411773690513626,-1.19987293339514,-0.219831818395808,-0.181980978742732,-0.253379601598648,-0.183346251871019,0.0841874486126208,0.381562151333851,-0.00749938867934737,2.19194421022527,-0.285915704748759,0.00690132815155329,0.43485841145633,-0.342874851998019,-0.102461046604266,-0.358522313126319,-1.10528327536865,-0.421932206775265,0.00551141595753685,-1.23298452001167,NA,NA,NA,0.478107938840914,0.0822857412021505,-0.111722762852864,NA,0.670953423024085,-1.78349790919308,NA,-0.0228512027130896,NA,1.02293477692953,0.698768640616738,0.721675666245638,0.504832251973911,0.778623632591174,-1.63237690108392,0.934100663319995,0.546524719800451
"9",10018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0456422859878534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999281908526596,NA,0.951215752613486,0.531958140693747,NA,NA,NA,NA,-0.767427697650538,-0.164845604774916,0.713554481085865,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21000401144014,NA,NA,NA,NA
"10",10019,-0.1409239182652,NA,-0.427371352970447,-0.0875410337254708,-0.569975424430842,1.17184535846265,0.0745452233447343,NA,NA,2.36295990518571,0.297476356474339,-0.922777159435857,0.389788719369025,0.826924974257289,0.870172206712616,-0.0312317490171618,-0.154429547395109,0.493330756025814,0.566388866398809,0.452438167415824,NA,-0.00853471019839996,0.470857923399258,8.6983538210483,-0.0858127167143436,-1.11159942021237,-0.523545182706695,0.450384764609964,-0.744952182208955,-0.606383206331891,0.0512631840009672,-0.534396244788042,-0.531575083253549,0.0841874486126208,0.968546522133067,0.450028532836322,1.17578838094369,-0.405765539645322,NA,0.863095321215536,-0.256332739635485,-0.880877253941227,0.999281908526596,-0.807608046798483,0.877390593506564,0.388381761220235,-0.598426967332209,0.412949537246441,0.19555730980898,NA,0.478107938840914,0.210427920597666,0.706378157225529,NA,0.526601171529615,-1.78349790919308,0.768247572607562,-1.36000522335068,NA,0.956268088549666,0.62964448562295,0.58250135155159,0.481142581263492,0.749302633267596,-1.63237690108392,-1.14779237745878,NA
