"","Provider.ID","CAC_3_Score","IMM_2_Score","IMM_3_OP_27_FAC_ADHPCT_Score","OP_22_Score","OP_23_Score","OP_29_Score","OP_30_Score","OP_4_Score","PC_01_Score","STK_4_Score","STK_5_Score","STK_6_Score","STK_8_Score","VTE_1_Score","VTE_2_Score","VTE_3_Score","VTE_5_Score","VTE_6_Score"
"1",10001,NA,0.570462501850018,-0.0467510969720762,-1.43468261562565,NA,NA,0.567626836860892,NA,0.767275039819025,0.0356753634179502,1.12343848862649,0.865055439560245,0.493914183892067,0.587760886036195,0.921085857747358,0.580484356526725,0.902462437174363,0.609201214068682
"2",10005,NA,0.641076352485471,0.060246258984634,-0.766827185960056,0.90330306673206,0.92747473945181,0.874822505083931,1.02124774464853,0.681134207802306,NA,1.2184185944142,0.403572161421079,-1.42881311984737,0.520218042506816,0.690586642808534,-1.53019089045326,-1.09612033426614,NA
"3",10006,NA,-2.25409152356809,0.274240970898054,0.791502149926327,NA,0.218705786536078,0.735188110437095,NA,0.767275039819025,NA,1.2184185944142,0.781149388989488,0.604840759107804,0.621532307800884,0.460087427869711,0.323084936163312,0.973840393297239,0.609201214068682
"4",10007,NA,0.641076352485471,-1.54471408036602,0.791502149926327,NA,-1.81900495309665,-1.69445035641785,0.425018333636352,NA,NA,-0.966123838703135,-0.30962926843036,NA,0.587760886036195,0.921085857747358,NA,NA,NA
"5",10008,NA,0.499848651214565,-2.07970086014957,0.791502149926327,NA,1.0456028982711,1.01445689973077,NA,NA,NA,NA,NA,NA,0.655303729565573,NA,NA,NA,NA
"6",10011,NA,0.0761655474018498,-1.54471408036602,-0.989445662515254,-2.5378514731996,0.425430064469833,-0.661155836031266,NA,0.767275039819025,-1.22669715172054,NA,0.487478211991836,-0.874180243768689,-0.695553141021997,-0.461909431885582,-0.70651274529034,-1.09612033426614,-0.781485086165716
"7",10012,NA,-2.25409152356809,0.434737004833119,-0.766827185960056,0.37757112313139,-1.73040883398219,-1.61066971962975,-1.30404695829897,0.336570879735429,NA,NA,0.69724333841873,-1.42881311984737,0.655303729565573,0.874986014759593,0.786403892817455,-1.09612033426614,NA
"8",10016,NA,0.605769427167744,-0.314244486863851,-0.766827185960056,NA,0.779814540927699,-1.61066971962975,NA,-0.266414944381606,NA,1.2184185944142,0.823102414274867,0.900644959683103,0.621532307800884,0.921085857747358,-1.53019089045326,1.15228528360443,0.609201214068682
"9",10018,NA,-1.58325994253129,-0.902729944625757,1.01412062648152,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21526712043301,NA,NA,NA,NA
"10",10019,NA,0.605769427167744,0.0067475810062789,0.791502149926327,NA,0.277769865945722,-1.61066971962975,1.02124774464853,-2.24765408076615,NA,0.173637430749387,0.403572161421079,0.161134458244856,0.520218042506816,0.690586642808534,-1.53019089045326,-1.09612033426614,NA
"11",10021,NA,-2.25409152356809,0.75572907270325,-0.766827185960056,NA,0.632154342403588,0.818968747225197,-1.30404695829897,NA,NA,NA,NA,NA,-2.11395285513895,-1.29170660566535,NA,NA,NA
"12",10022,NA,0.641076352485471,-0.314244486863851,0.791502149926327,NA,NA,0.679334352578361,0.723133039142442,NA,NA,NA,NA,NA,0.553989464271505,NA,NA,NA,NA
"13",10023,NA,0.570462501850018,-0.635236554733982,-0.766827185960056,NA,-0.43099908697001,-0.661155836031266,NA,-1.04168243253208,0.430166774398728,1.2184185944142,0.865055439560245,0.863669434611191,0.587760886036195,0.874986014759593,0.47752458838136,1.15228528360443,0.609201214068682
"14",10024,NA,0.641076352485471,-1.49121540238766,-1.65730109218085,NA,-1.73040883398219,-1.61066971962975,NA,0.681134207802306,NA,-0.966123838703135,-1.44236095113559,0.937620484755015,0.621532307800884,0.874986014759593,0.117165399872582,1.11659630554299,-1.85124377865371
"15",10029,NA,0.35862094994366,0.809227750681605,-0.989445662515254,NA,-0.194742769331433,0.874822505083931,0.48464127473757,0.767275039819025,NA,NA,0.781149388989488,0.715767334323541,0.283818090153991,0.828886171771828,0.940843545035503,0.581261634621425,-2.27914725564891
"16",10032,NA,0.641076352485471,-0.0467510969720762,0.791502149926327,NA,0.986538818861454,-1.61066971962975,0.842378921344878,NA,NA,NA,NA,NA,0.553989464271505,NA,NA,NA,NA
"17",10033,NA,0.605769427167744,-0.528239198777272,-1.43468261562565,NA,0.366365985060189,0.902749384013298,NA,0.767275039819025,-1.14779886952438,-0.966123838703135,-1.44236095113559,0.937620484755015,0.35136093368337,0.736686485796299,0.734924008744773,0.581261634621425,0.502225344819882
"18",10034,NA,0.146779398037302,-0.0467510969720762,-1.65730109218085,NA,-1.73040883398219,-1.61066971962975,-1.30404695829897,NA,NA,-0.966123838703135,0.403572161421079,NA,0.114960981330545,-0.0470108449957,NA,NA,NA
"19",10035,NA,0.641076352485471,0.488235682811474,0.791502149926327,0.329777310076784,-0.106146650216966,0.427992442214056,1.02124774464853,-2.33379491278287,NA,-0.966123838703135,0.865055439560245,0.900644959683103,-2.11395285513895,0.921085857747358,-1.53019089045326,-1.09612033426614,NA
"20",10036,NA,-2.25409152356809,-0.0467510969720762,0.791502149926327,NA,-1.73040883398219,0.958603141872033,-1.30404695829897,0.767275039819025,NA,NA,-1.44236095113559,-1.42881311984737,-2.11395285513895,0.921085857747358,0.734924008744773,-1.09612033426614,NA
"21",10038,NA,-2.25409152356809,-0.902729944625757,0.791502149926327,NA,0.779814540927699,0.735188110437095,NA,NA,NA,NA,0.69724333841873,0.826693909539278,0.655303729565573,0.921085857747358,0.631964240599408,0.474194700437112,NA
